,Date,state,LaborForce,UnemploymentRate
3020,2005-01-01,Massachusetts,3377919.0,4.9
3021,2005-01-01,Michigan,5072440.0,7.2
3022,2005-01-01,Minnesota,2873921.0,4.3
3023,2005-01-01,Mississippi,1317164.0,6.7
3024,2005-01-01,Missouri,3008277.0,5.9
3025,2005-01-01,Montana,483216.0,4.6
3026,2005-01-01,Nebraska,973270.0,4.0
3027,2005-01-01,Nevada,1199243.0,4.1
3028,2005-01-01,New Hampshire,721575.0,3.6
3029,2005-01-01,New Mexico,911819.0,5.4
3030,2005-01-01,New York,9396085.0,5.1
3031,2005-01-01,New jersey,4344720.0,4.4
3032,2005-01-01,North Carolina,4274109.0,5.4
3033,2005-01-01,North Dakota,354362.0,3.4
3034,2005-01-01,Ohio,5872390.0,6.3
3035,2005-01-01,Oklahoma,1693715.0,4.7
3036,2005-01-01,Oregon,1835301.0,6.6
3037,2005-01-01,Pennsylvania,6236573.0,5.2
3038,2005-01-01,Rhode island,560351.0,5.0
3039,2005-01-01,South Carolina,2050791.0,6.8
3040,2005-01-01,South Dakota,429600.0,3.9
3041,2005-01-01,Tennessee,2872844.0,5.9
3042,2005-01-01,Texas,11037100.0,5.7
3043,2005-01-01,Utah,1249758.0,4.4
3044,2005-01-01,Vermont,347634.0,3.5
3045,2005-01-01,Virginia,3833916.0,3.7
3046,2005-01-01,Washington,3228163.0,5.8
3047,2005-01-01,West Virginia,783056.0,5.2
3048,2005-01-01,Wisconsin,3011465.0,4.7
3049,2005-01-01,Wyoming,274759.0,3.6
3050,2005-02-01,Alabama,2138143.0,4.9
3051,2005-02-01,Alaska,342265.0,7.0
3052,2005-02-01,Arizona,2840084.0,4.8
3053,2005-02-01,Arkansas,1327774.0,5.4
3054,2005-02-01,California,17457294.0,5.7
3055,2005-02-01,Colorado,2548979.0,5.3
3056,2005-02-01,Connecticut,1783510.0,4.9
3057,2005-02-01,Delaware,423909.0,4.0
3058,2005-02-01,Florida,8603022.0,4.2
3059,2005-02-01,Georgia,4527534.0,5.4
3060,2005-02-01,Hawaii,619544.0,3.0
3061,2005-02-01,Idaho,722552.0,4.2
3062,2005-02-01,Illinois,6366666.0,6.0
3063,2005-02-01,Indiana,3183374.0,5.7
3064,2005-02-01,Iowa,1617648.0,4.4
3065,2005-02-01,Kansas,1468113.0,5.3
3066,2005-02-01,Kentucky,1981735.0,5.6
3067,2005-02-01,Louisiana,2055257.0,5.8
3068,2005-02-01,Maine,691709.0,4.9
3069,2005-02-01,Maryland,2907876.0,4.3
3070,2005-02-01,Massachusetts,3378521.0,4.9
3071,2005-02-01,Michigan,5073837.0,7.1
3072,2005-02-01,Minnesota,2873789.0,4.2
3073,2005-02-01,Mississippi,1319071.0,6.8
3074,2005-02-01,Missouri,3008489.0,5.9
3075,2005-02-01,Montana,483447.0,4.5
3076,2005-02-01,Nebraska,973600.0,4.0
3077,2005-02-01,Nevada,1203254.0,4.1
3078,2005-02-01,New Hampshire,722468.0,3.6
3079,2005-02-01,New Mexico,913319.0,5.4
3080,2005-02-01,New York,9401262.0,5.1
3081,2005-02-01,New jersey,4351286.0,4.3
3082,2005-02-01,North Carolina,4283334.0,5.5
3083,2005-02-01,North Dakota,354346.0,3.4
3084,2005-02-01,Ohio,5872629.0,6.3
3085,2005-02-01,Oklahoma,1694647.0,4.7
3086,2005-02-01,Oregon,1836728.0,6.4
3087,2005-02-01,Pennsylvania,6239234.0,5.2
3088,2005-02-01,Rhode island,561082.0,5.0
3089,2005-02-01,South Carolina,2051942.0,6.8
3090,2005-02-01,South Dakota,429872.0,4.0
3091,2005-02-01,Tennessee,2875087.0,5.9
3092,2005-02-01,Texas,11045648.0,5.7
3093,2005-02-01,Utah,1253526.0,4.4
3094,2005-02-01,Vermont,347837.0,3.5
3095,2005-02-01,Virginia,3846117.0,3.7
3096,2005-02-01,Washington,3234013.0,5.7
3097,2005-02-01,West Virginia,783762.0,5.2
3098,2005-02-01,Wisconsin,3009574.0,4.7
3099,2005-02-01,Wyoming,274861.0,3.5
3100,2005-03-01,Alabama,2139056.0,4.8
3101,2005-03-01,Alaska,342776.0,6.9
3102,2005-03-01,Arizona,2850253.0,4.8
3103,2005-03-01,Arkansas,1332312.0,5.3
3104,2005-03-01,California,17473007.0,5.6
3105,2005-03-01,Colorado,2551744.0,5.2
3106,2005-03-01,Connecticut,1787346.0,5.0
3107,2005-03-01,Delaware,425728.0,4.0
3108,2005-03-01,Florida,8628448.0,4.0
3109,2005-03-01,Georgia,4541339.0,5.4
3110,2005-03-01,Hawaii,620871.0,3.0
3111,2005-03-01,Idaho,725194.0,4.2
3112,2005-03-01,Illinois,6372136.0,5.9
3113,2005-03-01,Indiana,3188035.0,5.6
3114,2005-03-01,Iowa,1620980.0,4.4
3115,2005-03-01,Kansas,1467679.0,5.2
3116,2005-03-01,Kentucky,1987202.0,5.7
3117,2005-03-01,Louisiana,2058628.0,5.7
3118,2005-03-01,Maine,693205.0,4.9
3119,2005-03-01,Maryland,2911986.0,4.3
3120,2005-03-01,Massachusetts,3379303.0,4.9
3121,2005-03-01,Michigan,5076269.0,7.0
3122,2005-03-01,Minnesota,2874411.0,4.2
3123,2005-03-01,Mississippi,1321114.0,6.8
3124,2005-03-01,Missouri,3009086.0,5.8
3125,2005-03-01,Montana,483640.0,4.5
3126,2005-03-01,Nebraska,973729.0,4.0
3127,2005-03-01,Nevada,1207669.0,4.1
3128,2005-03-01,New Hampshire,723275.0,3.6
3129,2005-03-01,New Mexico,914602.0,5.4
3130,2005-03-01,New York,9409839.0,5.0
3131,2005-03-01,New jersey,4359408.0,4.3
3132,2005-03-01,North Carolina,4291732.0,5.4
3133,2005-03-01,North Dakota,354342.0,3.4
3134,2005-03-01,Ohio,5873758.0,6.1
3135,2005-03-01,Oklahoma,1695980.0,4.6
3136,2005-03-01,Oregon,1838672.0,6.3
3137,2005-03-01,Pennsylvania,6241999.0,5.1
3138,2005-03-01,Rhode island,561995.0,5.0
3139,2005-03-01,South Carolina,2053206.0,6.7
3140,2005-03-01,South Dakota,430124.0,4.0
3141,2005-03-01,Tennessee,2879063.0,5.9
3142,2005-03-01,Texas,11053577.0,5.6
3143,2005-03-01,Utah,1257385.0,4.3
3144,2005-03-01,Vermont,348167.0,3.4
3145,2005-03-01,Virginia,3859630.0,3.7
3146,2005-03-01,Washington,3240349.0,5.7
3147,2005-03-01,West Virginia,784738.0,5.1
3148,2005-03-01,Wisconsin,3009254.0,4.7
3149,2005-03-01,Wyoming,275070.0,3.5
3150,2005-04-01,Alabama,2140454.0,4.6
3151,2005-04-01,Alaska,343279.0,6.8
3152,2005-04-01,Arizona,2861235.0,4.8
3153,2005-04-01,Arkansas,1337015.0,5.3
3154,2005-04-01,California,17492262.0,5.5
3155,2005-04-01,Colorado,2554710.0,5.2
3156,2005-04-01,Connecticut,1791090.0,5.0
3157,2005-04-01,Delaware,427824.0,4.0
3158,2005-04-01,Florida,8657368.0,3.9
3159,2005-04-01,Georgia,4555444.0,5.4
3160,2005-04-01,Hawaii,622409.0,2.9
3161,2005-04-01,Idaho,727665.0,4.1
3162,2005-04-01,Illinois,6378227.0,5.8
3163,2005-04-01,Indiana,3192780.0,5.5
3164,2005-04-01,Iowa,1623973.0,4.3
3165,2005-04-01,Kansas,1466892.0,5.1
3166,2005-04-01,Kentucky,1992476.0,5.8
3167,2005-04-01,Louisiana,2064717.0,5.7
3168,2005-04-01,Maine,694842.0,5.0
3169,2005-04-01,Maryland,2916192.0,4.3
3170,2005-04-01,Massachusetts,3380316.0,4.8
3171,2005-04-01,Michigan,5080167.0,6.9
3172,2005-04-01,Minnesota,2875367.0,4.1
3173,2005-04-01,Mississippi,1322796.0,6.8
3174,2005-04-01,Missouri,3009823.0,5.7
3175,2005-04-01,Montana,483902.0,4.5
3176,2005-04-01,Nebraska,973600.0,3.9
3177,2005-04-01,Nevada,1212490.0,4.1
3178,2005-04-01,New Hampshire,724032.0,3.6
3179,2005-04-01,New Mexico,915811.0,5.3
3180,2005-04-01,New York,9423325.0,5.0
3181,2005-04-01,New jersey,4368983.0,4.3
3182,2005-04-01,North Carolina,4299859.0,5.4
3183,2005-04-01,North Dakota,354427.0,3.4
3184,2005-04-01,Ohio,5876658.0,6.0
3185,2005-04-01,Oklahoma,1697959.0,4.6
3186,2005-04-01,Oregon,1841007.0,6.3
3187,2005-04-01,Pennsylvania,6245627.0,5.1
3188,2005-04-01,Rhode island,563115.0,5.0
3189,2005-04-01,South Carolina,2055424.0,6.6
3190,2005-04-01,South Dakota,430330.0,4.0
3191,2005-04-01,Tennessee,2884388.0,5.8
3192,2005-04-01,Texas,11063579.0,5.5
3193,2005-04-01,Utah,1261428.0,4.2
3194,2005-04-01,Vermont,348627.0,3.4
3195,2005-04-01,Virginia,3874382.0,3.7
3196,2005-04-01,Washington,3247499.0,5.6
3197,2005-04-01,West Virginia,786141.0,5.1
3198,2005-04-01,Wisconsin,3010685.0,4.7
3199,2005-04-01,Wyoming,275393.0,3.5
3200,2005-05-01,Alabama,2142465.0,4.5
3201,2005-05-01,Alaska,343788.0,6.8
3202,2005-05-01,Arizona,2872494.0,4.7
3203,2005-05-01,Arkansas,1341906.0,5.3
3204,2005-05-01,California,17515764.0,5.4
3205,2005-05-01,Colorado,2557733.0,5.1
3206,2005-05-01,Connecticut,1794597.0,5.0
3207,2005-05-01,Delaware,430020.0,4.1
3208,2005-05-01,Florida,8689618.0,3.8
3209,2005-05-01,Georgia,4570674.0,5.4
3210,2005-05-01,Hawaii,624246.0,2.8
3211,2005-05-01,Idaho,730002.0,4.1
3212,2005-05-01,Illinois,6385844.0,5.8
3213,2005-05-01,Indiana,3198004.0,5.4
3214,2005-05-01,Iowa,1626722.0,4.3
3215,2005-05-01,Kansas,1465872.0,5.1
3216,2005-05-01,Kentucky,1997275.0,5.9
3217,2005-05-01,Louisiana,2069290.0,5.7
3218,2005-05-01,Maine,696537.0,5.0
3219,2005-05-01,Maryland,2920572.0,4.2
3220,2005-05-01,Massachusetts,3381815.0,4.8
3221,2005-05-01,Michigan,5084921.0,6.7
3222,2005-05-01,Minnesota,2876514.0,4.0
3223,2005-05-01,Mississippi,1323712.0,6.7
3224,2005-05-01,Missouri,3010528.0,5.5
3225,2005-05-01,Montana,484338.0,4.5
3226,2005-05-01,Nebraska,973270.0,3.9
3227,2005-05-01,Nevada,1217552.0,4.1
3228,2005-05-01,New Hampshire,724795.0,3.6
3229,2005-05-01,New Mexico,917038.0,5.3
3230,2005-05-01,New York,9442291.0,4.9
3231,2005-05-01,New jersey,4379679.0,4.2
3232,2005-05-01,North Carolina,4308724.0,5.3
3233,2005-05-01,North Dakota,354663.0,3.4
3234,2005-05-01,Ohio,5881530.0,5.9
3235,2005-05-01,Oklahoma,1700503.0,4.6
3236,2005-05-01,Oregon,1843557.0,6.3
3237,2005-05-01,Pennsylvania,6250226.0,5.0
3238,2005-05-01,Rhode island,564382.0,5.0
3239,2005-05-01,South Carolina,2059159.0,6.6
3240,2005-05-01,South Dakota,430470.0,4.0
3241,2005-05-01,Tennessee,2890729.0,5.7
3242,2005-05-01,Texas,11078994.0,5.4
3243,2005-05-01,Utah,1265797.0,4.1
3244,2005-05-01,Vermont,349220.0,3.4
3245,2005-05-01,Virginia,3889902.0,3.6
3246,2005-05-01,Washington,3255582.0,5.6
3247,2005-05-01,West Virginia,788016.0,5.1
3248,2005-05-01,Wisconsin,3013801.0,4.6
3249,2005-05-01,Wyoming,275826.0,3.6
3250,2005-06-01,Alabama,2144888.0,4.4
3251,2005-06-01,Alaska,344327.0,6.8
3252,2005-06-01,Arizona,2883042.0,4.7
3253,2005-06-01,Arkansas,1346646.0,5.2
3254,2005-06-01,California,17540210.0,5.3
3255,2005-06-01,Colorado,2560668.0,5.1
3256,2005-06-01,Connecticut,1797654.0,5.0
3257,2005-06-01,Delaware,432167.0,4.2
3258,2005-06-01,Florida,8722052.0,3.6
3259,2005-06-01,Georgia,4586274.0,5.3
3260,2005-06-01,Hawaii,626274.0,2.8
3261,2005-06-01,Idaho,732176.0,4.1
3262,2005-06-01,Illinois,6394147.0,5.7
3263,2005-06-01,Indiana,3203640.0,5.3
3264,2005-06-01,Iowa,1629173.0,4.2
3265,2005-06-01,Kansas,1464871.0,5.0
3266,2005-06-01,Kentucky,2001391.0,5.9
3267,2005-06-01,Louisiana,2066629.0,5.7
3268,2005-06-01,Maine,698109.0,5.0
3269,2005-06-01,Maryland,2924870.0,4.2
3270,2005-06-01,Massachusetts,3383599.0,4.8
3271,2005-06-01,Michigan,5088831.0,6.6
3272,2005-06-01,Minnesota,2877789.0,4.0
3273,2005-06-01,Mississippi,1323938.0,6.7
3274,2005-06-01,Missouri,3010986.0,5.3
3275,2005-06-01,Montana,485027.0,4.4
3276,2005-06-01,Nebraska,972860.0,3.8
3277,2005-06-01,Nevada,1222554.0,4.1
3278,2005-06-01,New Hampshire,725592.0,3.6
3279,2005-06-01,New Mexico,918229.0,5.2
3280,2005-06-01,New York,9463924.0,4.9
3281,2005-06-01,New jersey,4390571.0,4.2
3282,2005-06-01,North Carolina,4318066.0,5.3
3283,2005-06-01,North Dakota,355041.0,3.4
3284,2005-06-01,Ohio,5887338.0,5.8
3285,2005-06-01,Oklahoma,1703103.0,4.5
3286,2005-06-01,Oregon,1845977.0,6.2
3287,2005-06-01,Pennsylvania,6254784.0,4.9
3288,2005-06-01,Rhode island,565671.0,5.0
3289,2005-06-01,South Carolina,2064409.0,6.6
3290,2005-06-01,South Dakota,430533.0,3.9
3291,2005-06-01,Tennessee,2897585.0,5.6
3292,2005-06-01,Texas,11100075.0,5.3
3293,2005-06-01,Utah,1270397.0,4.1
3294,2005-06-01,Vermont,349929.0,3.4
3295,2005-06-01,Virginia,3904202.0,3.6
3296,2005-06-01,Washington,3264078.0,5.6
3297,2005-06-01,West Virginia,790166.0,5.1
3298,2005-06-01,Wisconsin,3017810.0,4.6
3299,2005-06-01,Wyoming,276312.0,3.6
3300,2005-07-01,Alabama,2147465.0,4.4
3301,2005-07-01,Alaska,344890.0,6.8
3302,2005-07-01,Arizona,2892165.0,4.6
3303,2005-07-01,Arkansas,1350816.0,5.2
3304,2005-07-01,California,17561560.0,5.3
3305,2005-07-01,Colorado,2563627.0,5.0
3306,2005-07-01,Connecticut,1800098.0,4.9
3307,2005-07-01,Delaware,434173.0,4.2
3308,2005-07-01,Florida,8750988.0,3.5
3309,2005-07-01,Georgia,4600984.0,5.3
3310,2005-07-01,Hawaii,628344.0,2.8
3311,2005-07-01,Idaho,734006.0,4.1
3312,2005-07-01,Illinois,6402445.0,5.6
3313,2005-07-01,Indiana,3209557.0,5.4
3314,2005-07-01,Iowa,1631498.0,4.2
3315,2005-07-01,Kansas,1464166.0,4.9
3316,2005-07-01,Kentucky,2004820.0,5.9
3317,2005-07-01,Louisiana,2054176.0,5.6
3318,2005-07-01,Maine,699369.0,4.9
3319,2005-07-01,Maryland,2928758.0,4.1
3320,2005-07-01,Massachusetts,3385328.0,4.8
3321,2005-07-01,Michigan,5090770.0,6.6
3322,2005-07-01,Minnesota,2879213.0,3.9
3323,2005-07-01,Mississippi,1323800.0,6.8
3324,2005-07-01,Missouri,3010963.0,5.2
3325,2005-07-01,Montana,485943.0,4.4
3326,2005-07-01,Nebraska,972608.0,3.8
3327,2005-07-01,Nevada,1227234.0,4.2
3328,2005-07-01,New Hampshire,726481.0,3.6
3329,2005-07-01,New Mexico,919348.0,5.1
3330,2005-07-01,New York,9483995.0,5.0
3331,2005-07-01,New jersey,4400906.0,4.3
3332,2005-07-01,North Carolina,4326594.0,5.3
3333,2005-07-01,North Dakota,355508.0,3.4
3334,2005-07-01,Ohio,5893551.0,5.8
3335,2005-07-01,Oklahoma,1705454.0,4.5
3336,2005-07-01,Oregon,1847975.0,6.2
3337,2005-07-01,Pennsylvania,6258317.0,4.9
3338,2005-07-01,Rhode island,566873.0,5.0
3339,2005-07-01,South Carolina,2070540.0,6.7
3340,2005-07-01,South Dakota,430596.0,3.8
3341,2005-07-01,Tennessee,2904679.0,5.4
3342,2005-07-01,Texas,11125453.0,5.3
3343,2005-07-01,Utah,1275042.0,4.0
3344,2005-07-01,Vermont,350734.0,3.5
3345,2005-07-01,Virginia,3915450.0,3.6
3346,2005-07-01,Washington,3271882.0,5.6
3347,2005-07-01,West Virginia,792336.0,5.1
3348,2005-07-01,Wisconsin,3022078.0,4.7
3349,2005-07-01,Wyoming,276797.0,3.6
3350,2005-08-01,Alabama,2149816.0,4.3
3351,2005-08-01,Alaska,345435.0,6.8
3352,2005-08-01,Arizona,2899721.0,4.6
3353,2005-08-01,Arkansas,1354200.0,5.2
3354,2005-08-01,California,17575912.0,5.3
3355,2005-08-01,Colorado,2567051.0,4.9
3356,2005-08-01,Connecticut,1802042.0,4.9
3357,2005-08-01,Delaware,435976.0,4.3
3358,2005-08-01,Florida,8774258.0,3.5
3359,2005-08-01,Georgia,4613436.0,5.4
3360,2005-08-01,Hawaii,630269.0,2.8
3361,2005-08-01,Idaho,735471.0,4.0
3362,2005-08-01,Illinois,6410083.0,5.6
3363,2005-08-01,Indiana,3215056.0,5.4
3364,2005-08-01,Iowa,1633815.0,4.2
3365,2005-08-01,Kansas,1463835.0,4.9
3366,2005-08-01,Kentucky,2007504.0,6.0
3367,2005-08-01,Louisiana,2034100.0,5.4
3368,2005-08-01,Maine,700223.0,4.9
3369,2005-08-01,Maryland,2931920.0,4.1
3370,2005-08-01,Massachusetts,3386638.0,4.8
3371,2005-08-01,Michigan,5090710.0,6.6
3372,2005-08-01,Minnesota,2880941.0,3.9
3373,2005-08-01,Mississippi,1323503.0,6.9
3374,2005-08-01,Missouri,3010191.0,5.1
3375,2005-08-01,Montana,486967.0,4.3
3376,2005-08-01,Nebraska,972535.0,3.7
3377,2005-08-01,Nevada,1231465.0,4.2
3378,2005-08-01,New Hampshire,727357.0,3.6
3379,2005-08-01,New Mexico,920272.0,5.0
3380,2005-08-01,New York,9498246.0,5.0
3381,2005-08-01,New jersey,4409885.0,4.4
3382,2005-08-01,North Carolina,4333159.0,5.2
3383,2005-08-01,North Dakota,355993.0,3.4
3384,2005-08-01,Ohio,5899422.0,5.8
3385,2005-08-01,Oklahoma,1707400.0,4.4
3386,2005-08-01,Oregon,1849499.0,6.2
3387,2005-08-01,Pennsylvania,6260117.0,4.9
3388,2005-08-01,Rhode island,567903.0,5.1
3389,2005-08-01,South Carolina,2076433.0,6.7
3390,2005-08-01,South Dakota,430720.0,3.8
3391,2005-08-01,Tennessee,2912219.0,5.3
3392,2005-08-01,Texas,11152336.0,5.3
3393,2005-08-01,Utah,1279527.0,4.0
3394,2005-08-01,Vermont,351626.0,3.5
3395,2005-08-01,Virginia,3922921.0,3.6
3396,2005-08-01,Washington,3278049.0,5.5
3397,2005-08-01,West Virginia,794278.0,5.2
3398,2005-08-01,Wisconsin,3025959.0,4.7
3399,2005-08-01,Wyoming,277242.0,3.7
3400,2005-09-01,Alabama,2151648.0,4.3
3401,2005-09-01,Alaska,345921.0,6.9
3402,2005-09-01,Arizona,2906315.0,4.6
3403,2005-09-01,Arkansas,1356821.0,5.2
3404,2005-09-01,California,17581593.0,5.3
3405,2005-09-01,Colorado,2571162.0,4.9
3406,2005-09-01,Connecticut,1803819.0,4.8
3407,2005-09-01,Delaware,437521.0,4.3
3408,2005-09-01,Florida,8792094.0,3.4
3409,2005-09-01,Georgia,4622999.0,5.4
3410,2005-09-01,Hawaii,631847.0,2.8
3411,2005-09-01,Idaho,736753.0,3.9
3412,2005-09-01,Illinois,6416563.0,5.6
3413,2005-09-01,Indiana,3219388.0,5.5
3414,2005-09-01,Iowa,1635994.0,4.2
3415,2005-09-01,Kansas,1463768.0,4.9
3416,2005-09-01,Kentucky,2009458.0,6.0
3417,2005-09-01,Louisiana,2147999.0,11.3
3418,2005-09-01,Maine,700637.0,4.9
3419,2005-09-01,Maryland,2934284.0,4.0
3420,2005-09-01,Massachusetts,3387457.0,4.8
3421,2005-09-01,Michigan,5089332.0,6.6
3422,2005-09-01,Minnesota,2883421.0,4.0
3423,2005-09-01,Mississippi,1321041.0,9.8
3424,2005-09-01,Missouri,3008871.0,5.1
3425,2005-09-01,Montana,487942.0,4.2
3426,2005-09-01,Nebraska,972447.0,3.7
3427,2005-09-01,Nevada,1235365.0,4.1
3428,2005-09-01,New Hampshire,728020.0,3.6
3429,2005-09-01,New Mexico,920961.0,4.9
3430,2005-09-01,New York,9505190.0,5.1
3431,2005-09-01,New jersey,4416958.0,4.6
3432,2005-09-01,North Carolina,4337720.0,5.2
3433,2005-09-01,North Dakota,356457.0,3.4
3434,2005-09-01,Ohio,5903799.0,5.8
3435,2005-09-01,Oklahoma,1708771.0,4.3
3436,2005-09-01,Oregon,1850744.0,6.1
3437,2005-09-01,Pennsylvania,6260240.0,4.9
3438,2005-09-01,Rhode island,568679.0,5.1
3439,2005-09-01,South Carolina,2081189.0,6.8
3440,2005-09-01,South Dakota,430889.0,3.7
3441,2005-09-01,Tennessee,2920522.0,5.3
3442,2005-09-01,Texas,11177729.0,5.3
3443,2005-09-01,Utah,1283692.0,4.0
3444,2005-09-01,Vermont,352577.0,3.5
3445,2005-09-01,Virginia,3927170.0,3.5
3446,2005-09-01,Washington,3282487.0,5.5
3447,2005-09-01,West Virginia,795845.0,5.2
3448,2005-09-01,Wisconsin,3028879.0,4.8
3449,2005-09-01,Wyoming,277625.0,3.6
3450,2005-10-01,Alabama,2153032.0,4.3
3451,2005-10-01,Alaska,346346.0,6.9
3452,2005-10-01,Arizona,2913070.0,4.6
3453,2005-10-01,Arkansas,1358842.0,5.1
3454,2005-10-01,California,17579571.0,5.3
3455,2005-10-01,Colorado,2575937.0,4.8
3456,2005-10-01,Connecticut,1805787.0,4.8
3457,2005-10-01,Delaware,438769.0,4.3
3458,2005-10-01,Florida,8806801.0,3.4
3459,2005-10-01,Georgia,4629890.0,5.3
3460,2005-10-01,Hawaii,632984.0,2.8
3461,2005-10-01,Idaho,738052.0,3.8
3462,2005-10-01,Illinois,6422142.0,5.5
3463,2005-10-01,Indiana,3222419.0,5.4
3464,2005-10-01,Iowa,1637915.0,4.2
3465,2005-10-01,Kansas,1463818.0,4.9
3466,2005-10-01,Kentucky,2011013.0,6.1
3467,2005-10-01,Louisiana,2127220.0,11.2
3468,2005-10-01,Maine,700687.0,4.8
3469,2005-10-01,Maryland,2936040.0,4.0
3470,2005-10-01,Massachusetts,3388048.0,4.9
3471,2005-10-01,Michigan,5087238.0,6.6
3472,2005-10-01,Minnesota,2886643.0,4.0
3473,2005-10-01,Mississippi,1309774.0,9.1
3474,2005-10-01,Missouri,3007525.0,5.0
3475,2005-10-01,Montana,488727.0,4.1
3476,2005-10-01,Nebraska,972170.0,3.7
3477,2005-10-01,Nevada,1239289.0,4.1
3478,2005-10-01,New Hampshire,728395.0,3.6
3479,2005-10-01,New Mexico,921498.0,4.8
3480,2005-10-01,New York,9506360.0,5.0
3481,2005-10-01,New jersey,4421945.0,4.7
3482,2005-10-01,North Carolina,4341010.0,5.1
3483,2005-10-01,North Dakota,356888.0,3.3
3484,2005-10-01,Ohio,5905655.0,5.8
3485,2005-10-01,Oklahoma,1709657.0,4.3
3486,2005-10-01,Oregon,1851942.0,6.0
3487,2005-10-01,Pennsylvania,6258921.0,4.9
3488,2005-10-01,Rhode island,569173.0,5.1
3489,2005-10-01,South Carolina,2084476.0,6.8
3490,2005-10-01,South Dakota,431072.0,3.6
3491,2005-10-01,Tennessee,2929787.0,5.3
3492,2005-10-01,Texas,11199663.0,5.3
3493,2005-10-01,Utah,1287468.0,3.9
3494,2005-10-01,Vermont,353563.0,3.6
3495,2005-10-01,Virginia,3929641.0,3.5
3496,2005-10-01,Washington,3285704.0,5.4
3497,2005-10-01,West Virginia,797010.0,5.1
3498,2005-10-01,Wisconsin,3031085.0,4.8
3499,2005-10-01,Wyoming,277957.0,3.6
3500,2005-11-01,Alabama,2154321.0,4.2
3501,2005-11-01,Alaska,346737.0,6.9
3502,2005-11-01,Arizona,2920757.0,4.5
3503,2005-11-01,Arkansas,1360553.0,5.1
3504,2005-11-01,California,17572946.0,5.2
3505,2005-11-01,Colorado,2581320.0,4.8
3506,2005-11-01,Connecticut,1808090.0,4.7
3507,2005-11-01,Delaware,439663.0,4.2
3508,2005-11-01,Florida,8820710.0,3.3
3509,2005-11-01,Georgia,4635061.0,5.2
3510,2005-11-01,Hawaii,633728.0,2.8
3511,2005-11-01,Idaho,739524.0,3.8
3512,2005-11-01,Illinois,6427836.0,5.4
3513,2005-11-01,Indiana,3224519.0,5.4
3514,2005-11-01,Iowa,1639578.0,4.1
3515,2005-11-01,Kansas,1463839.0,4.8
3516,2005-11-01,Kentucky,2012576.0,6.1
3517,2005-11-01,Louisiana,2112977.0,11.2
3518,2005-11-01,Maine,700509.0,4.7
3519,2005-11-01,Maryland,2937660.0,3.9
3520,2005-11-01,Massachusetts,3388752.0,4.9
3521,2005-11-01,Michigan,5085552.0,6.7
3522,2005-11-01,Minnesota,2889921.0,4.1
3523,2005-11-01,Mississippi,1306981.0,8.9
3524,2005-11-01,Missouri,3006793.0,5.0
3525,2005-11-01,Montana,489304.0,4.0
3526,2005-11-01,Nebraska,971620.0,3.6
3527,2005-11-01,Nevada,1243573.0,4.0
3528,2005-11-01,New Hampshire,728529.0,3.5
3529,2005-11-01,New Mexico,921896.0,4.7
3530,2005-11-01,New York,9504409.0,5.0
3531,2005-11-01,New jersey,4425361.0,4.8
3532,2005-11-01,North Carolina,4344399.0,5.0
3533,2005-11-01,North Dakota,357295.0,3.3
3534,2005-11-01,Ohio,5905582.0,5.7
3535,2005-11-01,Oklahoma,1710149.0,4.2
3536,2005-11-01,Oregon,1853367.0,5.9
3537,2005-11-01,Pennsylvania,6257315.0,4.8
3538,2005-11-01,Rhode island,569491.0,5.1
3539,2005-11-01,South Carolina,2086755.0,6.8
3540,2005-11-01,South Dakota,431219.0,3.5
3541,2005-11-01,Tennessee,2940303.0,5.3
3542,2005-11-01,Texas,11217536.0,5.3
3543,2005-11-01,Utah,1290896.0,3.8
3544,2005-11-01,Vermont,354502.0,3.6
3545,2005-11-01,Virginia,3931532.0,3.4
3546,2005-11-01,Washington,3288337.0,5.3
3547,2005-11-01,West Virginia,797826.0,5.0
3548,2005-11-01,Wisconsin,3033045.0,4.8
3549,2005-11-01,Wyoming,278248.0,3.6
3550,2005-12-01,Alabama,2155457.0,4.2
3551,2005-12-01,Alaska,347121.0,6.9
3552,2005-12-01,Arizona,2929493.0,4.5
3553,2005-12-01,Arkansas,1362062.0,5.0
3554,2005-12-01,California,17565004.0,5.1
3555,2005-12-01,Colorado,2587078.0,4.7
3556,2005-12-01,Connecticut,1810621.0,4.6
3557,2005-12-01,Delaware,440190.0,4.1
3558,2005-12-01,Florida,8835349.0,3.3
3559,2005-12-01,Georgia,4639473.0,5.1
3560,2005-12-01,Hawaii,634192.0,2.7
3561,2005-12-01,Idaho,741136.0,3.8
3562,2005-12-01,Illinois,6433912.0,5.3
3563,2005-12-01,Indiana,3226016.0,5.3
3564,2005-12-01,Iowa,1641217.0,4.0
3565,2005-12-01,Kansas,1463686.0,4.7
3566,2005-12-01,Kentucky,2014172.0,6.0
3567,2005-12-01,Louisiana,2000436.0,6.4
3568,2005-12-01,Maine,700196.0,4.6
3569,2005-12-01,Maryland,2939622.0,3.8
3570,2005-12-01,Massachusetts,3389812.0,4.9
3571,2005-12-01,Michigan,5084546.0,6.8
3572,2005-12-01,Minnesota,2891905.0,4.1
3573,2005-12-01,Mississippi,1294641.0,8.0
3574,2005-12-01,Missouri,3006784.0,5.0
3575,2005-12-01,Montana,489764.0,3.9
3576,2005-12-01,Nebraska,970820.0,3.5
3577,2005-12-01,Nevada,1248389.0,3.9
