personid,income,female,education,experience,migrant,homeowner,black,hispanic,asian,unemployed,married,age,part_time
3450,35900,0,10,32,0,1,0,0,0,0,1,59,0
3451,32288,1,14,11,0,0,0,0,0,0,1,35,0
3452,74182,1,21,17,0,1,0,0,0,0,0,51,1
3453,20891,0,9,16,0,1,0,0,0,0,1,40,1
3454,28471,0,7,32,1,1,0,1,0,0,1,58,1
3455,34670,0,17,10,0,0,0,0,1,0,0,32,1
3456,27764,1,10,10,0,0,0,0,0,0,1,31,0
3457,40218,0,17,13,0,0,0,0,0,0,0,44,0
3458,39213,0,9,41,0,1,0,0,0,0,1,56,0
3459,37474,0,15,11,0,1,1,0,0,0,0,33,0
3460,43395,1,17,11,0,1,1,0,0,0,0,37,0
3461,30899,1,14,22,0,0,0,0,0,0,1,50,1
3462,15353,1,10,19,0,1,0,0,0,0,1,34,1
3463,24835,1,15,9,0,0,0,0,0,0,0,30,1
3464,30258,1,14,6,0,1,0,0,0,0,0,29,0
3465,30309,0,10,15,0,1,0,0,0,0,0,38,0
3466,31000,0,11,20,0,1,0,1,0,0,1,42,0
3467,66619,0,21,9,0,1,0,0,0,0,0,40,0
3468,14853,1,14,21,0,0,0,1,0,1,0,46,0
3469,37831,0,7,27,0,0,0,1,0,0,1,56,0
3470,13108,0,10,11,0,1,0,0,0,0,0,27,1
3471,36494,1,10,38,0,0,0,0,0,0,0,59,0
3472,33470,1,7,18,0,1,0,1,0,0,1,31,0
3473,4679,1,9,11,1,1,0,0,0,1,0,25,0
3474,30414,0,9,28,0,1,0,0,0,0,1,57,1
3475,5617,0,7,14,0,0,0,1,0,1,1,59,0
3476,62020,1,21,3,0,0,0,0,0,0,0,31,0
3477,42747,1,17,13,0,1,0,0,0,0,0,35,0
3478,29944,0,9,12,0,1,0,0,0,0,1,32,0
3479,34966,0,8,27,0,0,1,0,0,0,0,41,0
3480,27790,0,9,11,1,0,0,0,0,0,1,31,0
3481,35872,0,7,25,0,1,1,0,0,0,1,50,1
3482,35016,1,7,21,0,0,0,1,0,0,1,40,0
3483,43228,0,16,26,0,1,1,0,0,0,0,54,0
3484,24458,1,9,35,0,1,0,0,0,0,1,50,1
3485,40830,1,16,28,0,0,0,0,0,0,1,55,0
3486,34814,0,7,18,0,1,1,0,0,0,0,33,0
3487,27361,0,9,14,0,1,0,0,0,0,1,34,1
3488,34300,0,8,22,0,1,0,1,0,0,0,35,0
3489,15239,1,9,20,0,1,0,0,0,0,1,38,1
3490,32355,1,9,21,0,1,0,0,0,0,0,44,0
3491,42274,0,15,27,0,1,0,1,0,0,1,56,0
3492,22218,0,17,24,0,1,0,0,1,0,1,59,1
3493,10496,1,9,21,0,1,0,0,0,0,1,44,1
3494,29532,1,11,16,0,0,0,0,0,0,1,34,0
3495,7355,1,7,31,0,0,0,1,0,1,1,59,0
3496,33292,1,10,28,0,1,0,0,0,0,1,57,0
3497,31840,0,9,17,0,1,0,0,0,0,1,39,0
3498,18745,0,10,9,0,0,0,0,0,1,0,28,0
3499,46293,1,17,22,0,0,0,0,0,0,1,49,0
3500,12258,1,10,24,0,1,0,0,0,0,1,54,1
3501,76601,0,21,22,0,0,0,0,0,0,1,59,0
3502,35122,0,14,21,1,1,0,1,0,0,1,50,0
3503,27992,0,7,18,0,1,0,1,0,0,1,37,1
3504,61860,1,20,12,0,1,0,0,0,0,0,37,0
3505,83929,0,21,31,0,0,0,0,0,0,1,58,0
3506,24320,0,13,14,0,0,1,0,0,0,0,40,1
3507,30364,0,9,14,0,0,0,0,0,0,0,33,1
3508,29428,1,9,12,0,1,0,0,0,0,0,26,0
3509,30180,0,9,28,0,0,0,0,0,0,1,55,1
3510,29830,0,16,5,0,1,0,0,0,0,0,30,1
3511,32714,1,7,14,0,1,1,0,0,0,1,31,0
3512,41541,0,15,32,0,1,0,0,0,0,1,52,0
3513,39386,0,9,40,0,1,0,0,0,0,0,58,0
3514,31985,0,9,18,0,0,0,0,0,0,0,39,0
3515,17379,1,7,22,0,1,0,1,0,0,0,44,1
3516,11092,1,10,16,0,0,1,0,0,0,1,32,1
3517,22467,0,7,17,0,1,1,0,0,0,1,29,1
3518,32965,1,9,30,1,1,0,0,0,0,1,56,0
3519,42565,0,7,42,0,1,0,1,0,0,1,59,0
3520,99233,0,19,21,1,0,1,0,0,0,0,56,0
3521,37321,0,9,34,0,0,0,0,0,0,1,60,1
3522,36254,0,9,39,0,1,0,0,0,0,1,54,1
3523,35254,1,12,32,0,1,0,0,1,0,0,60,0
3524,8697,1,9,23,0,0,0,0,0,1,1,47,0
3525,31097,0,9,25,1,0,0,1,0,0,1,42,0
3526,18784,1,7,16,0,0,0,1,0,1,0,34,0
3527,36722,1,14,26,0,1,1,0,0,0,0,50,0
3528,33687,0,9,24,0,1,0,0,0,0,1,49,0
3529,15046,0,9,43,0,1,0,0,0,0,1,60,1
3530,30518,0,9,14,0,1,0,0,0,0,0,31,0
3531,18984,0,9,33,0,1,0,0,0,0,1,48,1
3532,39949,1,17,19,0,1,0,0,0,0,0,46,0
3533,65996,0,19,11,0,1,0,1,0,0,0,37,0
3534,28335,1,10,13,0,1,0,0,1,0,0,30,0
3535,35385,1,16,10,0,0,0,0,0,0,1,37,0
3536,28386,1,10,13,0,0,0,0,0,0,1,29,0
3537,55954,0,19,17,0,1,0,1,0,0,0,50,0
3538,40810,0,7,37,0,0,1,0,0,0,1,60,0
3539,31240,0,9,16,0,0,0,0,0,0,0,32,0
3540,3937,1,10,25,0,1,0,0,1,1,1,42,0
3541,39013,0,8,44,1,0,0,1,0,0,1,59,0
3542,24637,0,10,9,0,1,0,0,0,0,0,28,1
3543,30044,1,7,12,0,1,1,0,0,0,0,26,0
3544,39825,1,7,36,0,1,0,1,0,0,1,56,0
3545,4435,1,7,25,0,0,0,1,0,1,1,41,0
3546,41012,0,15,33,0,1,0,0,0,0,1,56,0
3547,33264,0,14,18,0,0,0,1,0,0,1,39,0
3548,30919,1,10,20,0,1,0,0,0,0,0,38,0
3549,36415,0,9,33,0,1,0,0,0,0,1,59,0
3550,26558,1,9,8,1,1,0,0,0,0,0,26,1
3551,34208,0,9,25,0,1,0,0,0,0,1,48,0
3552,30784,1,12,18,0,0,0,0,0,0,0,40,0
3553,28206,1,9,8,0,1,0,0,0,0,0,27,0
3554,7104,0,9,11,0,1,0,0,0,1,0,26,0
3555,36844,1,9,34,0,1,0,0,0,0,1,54,0
3556,18198,0,9,19,0,1,0,0,0,0,0,40,1
3557,20299,1,8,46,0,1,1,0,0,0,1,60,1
3558,34903,1,10,33,0,0,0,0,0,0,1,52,0
3559,33525,1,12,26,0,1,0,0,1,0,0,45,0
3560,14862,1,9,19,0,0,0,0,0,0,0,40,1
3561,29534,0,9,11,0,0,0,0,0,0,0,28,0
3562,67953,1,21,21,0,1,0,0,0,0,0,48,0
3563,26439,0,9,28,0,1,0,0,0,0,1,52,1
3564,35259,0,12,27,0,0,0,0,0,0,1,47,0
3565,32971,1,7,26,1,0,0,1,0,0,1,47,0
3566,31843,0,7,13,0,1,1,0,0,0,1,31,0
3567,35671,0,14,23,0,0,0,0,0,0,0,43,0
3568,40687,0,9,44,0,0,0,0,0,0,1,58,0
3569,30152,0,14,10,0,1,0,1,0,0,1,33,1
3570,45604,1,17,19,0,1,1,0,0,0,0,41,0
3571,15199,1,19,9,0,0,1,0,0,1,1,33,0
3572,36903,0,9,31,0,1,0,0,0,0,1,48,0
3573,30132,1,10,26,1,0,0,1,0,0,1,57,0
3574,31397,0,14,5,0,0,1,0,0,0,0,28,0
3575,34442,0,9,26,0,0,0,0,0,0,0,46,0
3576,79510,0,21,16,0,0,0,0,0,0,0,50,0
3577,37791,1,9,38,0,0,0,0,0,0,1,57,0
3578,36162,0,7,27,0,1,1,0,0,0,0,46,0
3579,26651,1,11,7,0,1,0,0,0,0,1,25,0
3580,72854,1,21,0,0,0,0,0,0,0,0,26,0
3581,36960,0,16,11,0,1,0,0,0,0,0,38,0
3582,30275,1,9,23,1,1,0,0,0,0,1,45,0
3583,45874,1,17,15,0,1,0,0,0,0,1,41,0
3584,28306,1,7,10,0,0,0,1,0,0,0,26,1
3585,39062,1,15,29,0,1,0,0,0,0,0,56,0
3586,32485,0,10,22,0,1,0,0,0,0,1,46,0
3587,33303,0,10,25,0,1,0,0,0,0,0,43,0
3588,38494,0,12,38,0,0,0,0,0,0,1,59,0
3589,19833,1,9,10,0,1,0,0,0,0,1,29,1
3590,30037,0,9,11,0,1,0,0,0,0,1,25,0
3591,21005,0,9,19,0,1,0,0,0,0,1,38,1
3592,29785,1,9,14,0,1,0,0,0,0,0,37,0
3593,30150,1,12,23,1,1,0,0,1,0,1,49,0
3594,33586,1,9,27,0,1,0,0,0,0,0,46,0
3595,41468,0,16,24,0,0,0,0,0,0,1,54,0
3596,43332,1,17,16,0,0,0,0,0,0,0,39,0
3597,17669,1,9,21,0,0,0,0,0,0,1,45,1
3598,43732,1,17,8,0,1,0,0,0,0,1,32,0
3599,10123,1,9,17,0,1,0,0,0,0,0,36,1
3600,34604,0,14,23,0,1,1,0,0,0,0,46,0
3601,39105,0,8,40,0,1,1,0,0,0,1,54,0
3602,39982,1,16,25,0,0,0,0,0,0,1,49,0
3603,35920,1,10,36,0,1,0,0,0,0,1,57,0
3604,36235,1,8,34,0,1,1,0,0,0,1,59,0
3605,15799,0,9,17,0,1,0,0,0,0,1,38,1
3606,11073,1,7,22,0,0,1,0,0,1,1,48,0
3607,32372,1,13,21,0,1,0,0,0,0,1,39,0
3608,37831,0,7,33,1,1,0,1,0,0,1,56,0
3609,34169,0,9,26,0,0,0,0,0,0,0,41,0
3610,45166,0,16,37,0,0,0,0,0,0,1,58,0
3611,37269,0,7,42,0,1,1,0,0,0,1,59,1
3612,7357,1,11,12,0,0,0,0,0,1,1,28,0
3613,30219,0,12,14,0,1,0,0,0,0,0,38,0
3614,40789,0,15,32,0,0,0,0,0,0,0,53,0
3615,28567,0,9,29,0,1,0,0,0,0,1,56,1
3616,10781,1,14,5,0,0,1,0,0,0,0,27,1
3617,10265,1,10,32,0,0,0,0,1,1,1,52,0
3618,30110,1,9,17,0,1,0,0,0,0,0,38,0
3619,29485,0,9,10,0,0,0,0,0,0,1,25,0
3620,31615,1,9,20,0,1,0,0,0,0,0,40,0
3621,21531,0,14,17,0,0,1,0,0,0,1,45,1
3622,32605,0,14,14,0,0,1,0,0,0,0,35,0
3623,39632,0,15,24,0,1,0,0,0,0,1,52,0
3624,31162,0,10,24,1,0,0,0,1,0,1,50,0
3625,19293,0,9,17,0,1,0,0,0,0,0,34,1
3626,30609,0,9,14,0,1,0,0,0,0,1,34,0
3627,19723,1,7,27,0,1,1,0,0,0,1,56,1
3628,34326,1,9,29,0,0,0,0,0,0,1,44,0
3629,18336,0,10,19,1,1,0,0,1,0,1,40,1
3630,34698,1,7,29,0,1,1,0,0,0,1,54,1
3631,32048,1,9,21,0,1,0,0,0,0,0,47,0
3632,27980,1,12,10,0,1,0,0,0,0,0,32,0
3633,21741,1,7,24,0,0,1,0,0,1,0,43,0
3634,34356,0,9,29,0,0,0,1,0,0,1,51,0
3635,38136,1,7,31,0,1,1,0,0,0,1,47,0
3636,42094,0,5,34,0,0,1,1,0,0,1,57,0
3637,32169,0,11,22,0,1,0,0,1,0,1,49,0
3638,31067,0,13,16,0,1,0,1,0,0,1,44,0
3639,31670,0,9,17,0,1,0,0,0,0,0,38,0
3640,34436,0,16,22,0,1,0,0,0,0,0,44,1
3641,39848,0,12,40,0,0,0,0,1,0,1,59,0
3642,23467,0,8,36,1,0,0,1,0,1,1,51,0
3643,28368,1,9,10,0,1,0,0,0,0,1,27,0
3644,29199,1,9,12,0,1,0,0,0,0,0,26,0
3645,31069,0,9,14,0,1,0,0,0,0,1,37,0
3646,22518,0,9,26,0,0,0,0,0,0,1,40,1
3647,34069,0,7,25,0,1,0,1,0,0,1,43,1
3648,29159,0,12,12,0,0,0,0,1,0,1,36,0
3649,21793,0,11,30,0,0,0,0,0,0,0,56,1
3650,34733,1,9,30,0,0,0,0,0,0,1,57,0
3651,19372,1,14,6,1,1,0,1,0,0,0,27,1
3652,22728,1,10,24,0,1,0,0,0,0,1,55,1
3653,36660,0,9,29,0,1,0,0,0,0,1,48,0
3654,77062,0,21,10,0,1,0,0,0,0,1,39,0
3655,39918,0,17,12,0,1,0,0,1,0,0,36,0
3656,32377,1,16,8,1,0,0,0,0,0,0,31,0
3657,34531,0,10,31,0,1,0,0,1,0,1,57,1
3658,34712,0,7,23,0,1,1,0,0,0,1,47,0
3659,89217,0,21,11,0,1,0,0,0,0,0,39,0
3660,37577,1,9,42,0,0,0,0,0,0,1,60,1
3661,32652,0,13,15,0,0,0,0,0,0,0,42,0
3662,31182,0,7,18,1,1,0,1,0,0,0,36,0
3663,18593,1,9,16,0,1,1,0,0,0,1,35,1
3664,4175,0,17,24,0,0,0,0,0,1,1,54,0
3665,31417,0,14,19,1,1,0,1,0,0,0,44,0
3666,29104,1,14,12,1,1,0,1,0,0,0,38,0
3667,27341,1,12,8,0,0,0,0,0,0,0,26,0
3668,37050,1,9,38,0,1,0,0,0,0,1,53,0
3669,29310,0,11,12,0,1,0,0,0,0,0,30,0
3670,38658,1,17,6,0,0,0,0,0,0,1,28,0
3671,9867,0,13,14,0,1,0,0,0,0,1,32,1
3672,36864,0,9,36,0,1,1,0,0,0,1,53,0
3673,25072,1,10,21,0,0,0,0,1,0,1,40,1
3674,13709,1,9,17,0,0,0,0,0,0,0,33,1
3675,33096,0,11,24,0,1,0,0,0,0,1,46,0
3676,15829,0,8,26,0,1,1,0,0,0,1,47,1
3677,15007,0,7,17,0,0,1,0,0,1,0,29,0
3678,29963,0,9,32,0,1,0,0,0,0,0,50,1
3679,31968,1,8,19,0,1,1,0,0,0,0,39,0
3680,30388,1,12,19,0,0,1,0,0,0,0,44,0
3681,27625,1,10,17,1,1,0,0,1,0,1,33,0
3682,30583,0,8,17,1,0,0,1,0,0,0,38,0
3683,33364,1,15,8,0,0,0,0,0,0,1,32,0
3684,33246,0,7,15,0,0,1,0,0,0,0,34,0
3685,35032,1,11,33,0,0,0,0,0,0,1,55,0
3686,11320,0,7,17,1,0,0,1,0,0,0,35,1
3687,31990,1,14,17,0,0,1,0,0,0,1,42,0
3688,33959,0,9,24,0,1,0,0,0,0,1,41,0
3689,37078,1,16,13,0,1,0,0,0,0,1,36,0
3690,27200,1,10,8,0,1,0,0,0,0,1,27,0
3691,22423,1,9,29,0,1,0,0,0,0,1,51,1
3692,35360,1,7,29,1,0,0,1,0,0,1,48,0
3693,33850,1,7,19,0,0,0,1,0,0,1,36,0
3694,44062,0,16,34,0,1,0,0,0,0,1,58,0
3695,22118,0,7,18,0,1,1,0,0,0,1,33,1
3696,28351,0,10,20,0,1,0,0,1,0,0,37,1
3697,24978,1,11,10,1,1,0,1,0,0,0,30,0
3698,70138,0,21,6,1,0,0,0,0,0,0,34,0
3699,34289,0,9,31,1,1,0,0,0,0,0,55,0
3700,26647,0,11,11,1,1,0,1,0,0,0,33,0
3701,32070,0,7,29,0,1,0,1,0,0,0,42,1
3702,26957,1,12,15,1,0,0,0,0,0,0,39,1
3703,13909,1,10,11,0,1,0,0,0,0,0,34,1
3704,65588,0,19,5,0,0,1,0,0,0,0,29,0
3705,27802,1,9,8,0,1,0,0,0,0,1,25,0
3706,35824,1,9,32,0,1,0,0,0,0,1,48,0
3707,28970,1,9,14,0,1,1,0,0,0,0,36,0
3708,30053,0,13,7,0,0,0,0,0,0,0,26,0
3709,29888,1,9,22,0,1,0,0,0,0,0,38,1
3710,36817,0,14,30,0,1,1,0,0,0,0,53,0
3711,29543,1,9,22,0,1,0,0,0,0,1,38,1
3712,5726,0,7,30,0,0,1,0,0,1,1,47,0
3713,27895,0,10,16,1,1,0,1,0,0,0,33,0
3714,18480,1,10,23,0,1,0,0,0,0,1,44,1
3715,77430,1,22,17,1,0,0,0,1,0,1,44,0
3716,34585,0,10,29,0,1,0,0,0,0,1,45,0
3717,31744,0,14,12,0,0,0,0,0,0,1,38,0
3718,33069,0,16,9,0,1,0,0,0,0,0,34,1
3719,33496,1,10,27,0,1,0,0,1,0,0,60,0
3720,20101,1,9,31,0,1,0,1,0,0,1,52,1
3721,26658,1,9,8,0,1,0,1,0,0,0,25,0
3722,36844,1,10,39,0,0,0,0,1,0,1,60,0
3723,33536,0,10,25,0,1,0,0,0,0,1,56,0
3724,31811,0,9,32,0,1,0,0,0,0,1,52,1
3725,31193,0,11,18,0,0,0,0,0,0,0,35,0
3726,33534,1,7,16,0,1,0,1,0,0,1,37,0
3727,34980,1,7,32,1,1,0,1,0,0,1,56,0
3728,36305,0,11,38,0,1,0,0,0,0,1,58,1
3729,34701,1,7,23,0,0,1,0,0,0,0,38,0
3730,32230,0,7,17,0,1,0,1,0,0,0,29,1
3731,32162,0,9,19,0,1,0,0,0,0,1,41,0
3732,29336,0,9,15,1,1,0,0,0,0,0,35,0
3733,63824,0,19,5,0,0,1,0,0,0,0,29,0
3734,36108,0,16,7,0,1,0,0,0,0,0,28,0
3735,34715,0,12,26,0,1,0,0,1,0,1,50,0
3736,39325,1,15,25,0,1,1,0,0,0,1,52,0
3737,21531,1,9,11,0,0,0,0,0,0,0,25,1
3738,34058,1,14,17,0,1,0,0,0,0,0,40,0
3739,13043,1,10,30,1,1,0,0,1,0,1,54,1
3740,21241,1,9,24,0,1,0,1,0,0,1,48,1
3741,36576,0,7,32,1,1,0,1,0,0,1,45,0
3742,32223,0,10,24,0,0,1,0,0,0,1,53,0
3743,13277,0,14,35,0,0,1,0,0,1,1,54,0
3744,25573,1,7,25,1,1,0,1,0,0,1,46,1
3745,33305,1,9,24,0,1,0,0,0,0,1,46,0
3746,36703,1,16,12,0,1,0,0,0,0,1,34,0
3747,38609,0,9,38,0,1,0,0,0,0,1,60,0
3748,13233,1,7,13,0,0,0,1,0,0,0,31,1
3749,21217,0,7,23,0,1,0,1,0,0,1,36,1
3750,32283,1,7,16,0,0,0,1,0,0,1,37,0
3751,32009,0,9,17,0,1,0,0,0,0,0,33,0
3752,37231,0,12,36,0,1,0,0,1,0,0,58,0
3753,38690,0,7,28,0,0,0,1,0,0,1,52,0
3754,13776,1,9,37,0,1,0,0,0,0,1,59,1
3755,29894,1,7,9,0,1,1,0,0,0,0,25,0
3756,29490,1,12,14,0,1,0,0,0,0,0,36,0
3757,27679,1,7,31,0,0,1,0,0,0,1,53,1
3758,34507,1,12,30,0,1,0,0,0,0,1,52,0
3759,28396,1,7,13,0,0,1,0,0,0,1,30,1
3760,17937,0,16,22,0,1,0,0,0,0,1,56,1
3761,18265,0,14,8,0,0,0,1,0,0,1,27,1
3762,30917,1,9,18,0,1,0,0,0,0,1,34,0
3763,25649,0,10,15,0,1,0,0,0,0,1,33,1
3764,32376,0,9,19,0,1,0,0,0,0,0,40,0
3765,8385,0,5,42,0,0,1,1,0,1,1,55,0
3766,33731,1,10,30,0,1,0,0,1,0,1,60,1
3767,17318,1,9,16,0,0,0,0,0,1,0,36,0
3768,33463,1,9,26,0,1,0,0,0,0,1,47,0
3769,30783,0,10,22,0,1,0,0,0,0,1,48,1
3770,28268,1,9,12,0,0,0,1,0,0,1,26,0
3771,17485,0,7,28,1,1,0,1,0,0,1,53,1
3772,24757,1,10,9,1,0,0,1,0,0,0,29,0
3773,36581,1,9,34,0,1,0,0,0,0,1,58,0
3774,31238,1,9,18,0,1,0,0,0,0,0,35,0
3775,34800,0,9,28,0,1,0,0,0,0,1,59,0
3776,32120,1,15,4,0,1,0,0,0,0,0,27,0
3777,28160,1,10,12,0,0,0,0,1,0,1,32,0
3778,35846,1,10,35,0,1,0,0,1,0,1,59,0
3779,20429,0,9,8,0,0,0,0,0,0,1,25,1
3780,30671,1,9,38,0,1,0,0,0,0,1,60,1
3781,35500,1,14,29,0,1,0,1,0,0,1,48,0
3782,37885,0,15,20,0,1,0,0,0,0,0,49,0
3783,36913,1,7,28,0,1,0,1,0,0,1,56,0
3784,35883,0,9,29,0,1,0,0,0,0,1,48,0
3785,28250,0,7,29,0,1,1,0,0,0,1,55,1
3786,18597,1,9,34,0,1,0,0,0,0,1,53,1
3787,38230,1,16,18,0,1,0,0,0,0,0,41,0
3788,34734,1,6,28,1,0,1,1,0,0,1,48,0
3789,31969,0,14,11,0,1,0,0,0,0,0,33,0
3790,30210,1,9,15,0,1,0,0,0,0,0,35,0
3791,31899,1,15,9,1,0,0,1,0,0,0,35,0
3792,31694,1,9,19,0,1,0,0,0,0,0,36,0
3793,34759,0,11,29,0,0,0,0,0,0,0,53,0
3794,33715,1,6,14,0,0,1,1,0,0,0,26,0
3795,18091,0,14,29,0,1,0,1,0,0,1,50,1
3796,44188,0,17,22,0,1,0,0,1,0,0,50,0
3797,31203,1,10,28,1,0,0,0,0,0,1,51,0
3798,102949,0,19,21,0,0,1,0,0,0,1,54,0
3799,31693,0,9,18,0,1,0,0,0,0,1,38,0
3800,33621,1,13,23,0,0,0,0,0,0,1,53,1
3801,12991,0,13,8,0,1,0,0,0,0,0,28,1
3802,24426,0,16,19,0,0,0,0,0,1,0,48,0
3803,31658,1,8,27,1,1,0,1,0,0,1,52,0
3804,60595,1,19,25,0,1,1,0,0,0,1,53,1
3805,31372,1,11,41,0,1,0,0,0,0,1,58,1
3806,19150,0,9,21,1,0,0,1,0,1,0,41,0
3807,29526,1,11,28,0,0,0,0,0,0,1,58,1
3808,15600,0,7,21,1,0,1,0,0,1,0,35,0
3809,35031,1,10,35,0,1,0,1,0,0,1,53,0
3810,41949,0,16,27,0,0,0,0,0,0,1,49,0
3811,33766,0,9,23,0,1,0,0,0,0,0,51,0
3812,30866,0,11,16,0,1,0,0,0,0,1,34,0
3813,30286,0,9,12,0,1,0,0,0,0,0,30,0
3814,13372,0,7,34,0,1,0,1,0,0,1,55,1
3815,29839,1,13,12,0,0,1,0,0,0,0,31,0
3816,37447,1,12,39,0,1,0,0,0,0,1,58,0
3817,32240,0,8,23,1,1,0,1,0,0,0,46,0
3818,30789,0,9,13,0,1,0,0,0,0,1,33,0
3819,16568,0,8,15,0,1,1,0,0,0,0,28,1
3820,27609,1,13,9,1,1,0,0,0,0,0,30,0
3821,29233,1,9,14,0,0,0,0,0,0,0,30,0
3822,45805,0,17,29,0,1,0,0,1,0,0,59,0
3823,15552,0,9,36,0,0,0,0,0,0,1,50,1
3824,38917,1,16,21,0,1,0,0,0,0,0,42,0
3825,31564,1,9,17,0,0,0,0,0,0,0,38,0
3826,19079,1,7,19,0,0,0,1,0,1,1,38,0
3827,73096,1,21,26,0,1,0,0,0,0,1,56,0
3828,30611,1,9,17,0,1,0,0,0,0,1,33,0
3829,30290,1,9,17,0,1,0,0,0,0,0,35,0
3830,6740,0,9,24,0,0,0,0,0,1,0,53,0
3831,34896,1,7,27,1,1,0,1,0,0,0,42,0
3832,33595,0,13,22,0,0,0,0,0,0,1,48,0
3833,29436,0,9,9,0,1,0,0,0,0,0,28,0
3834,19190,1,8,24,1,1,0,1,0,0,1,39,1
3835,45423,1,18,15,0,1,0,0,1,0,1,40,0
3836,58672,1,19,23,0,1,0,0,0,0,1,50,0
3837,29778,0,12,12,0,0,0,0,0,0,1,36,0
3838,28448,1,10,12,0,0,0,0,0,0,1,28,0
3839,68959,0,21,20,0,1,0,0,0,0,0,58,0
3840,39143,0,17,4,0,0,0,0,0,0,0,28,0
3841,28516,0,8,32,0,1,1,0,0,0,1,55,1
3842,36711,1,13,34,0,0,0,0,0,0,1,59,0
3843,9787,1,14,16,0,0,1,0,0,1,1,35,0
3844,28513,0,18,6,0,0,0,1,0,0,1,32,1
3845,40575,0,9,44,0,0,0,0,0,0,1,59,0
3846,32649,1,11,26,0,1,0,0,0,0,1,48,0
3847,27659,1,16,24,0,1,0,0,0,0,1,54,1
3848,32010,1,9,21,0,1,0,0,0,0,1,48,0
3849,29942,1,9,16,0,1,0,0,0,0,1,36,0
3850,23092,1,9,13,0,0,0,0,0,0,1,30,0
3851,30399,0,11,15,0,0,0,0,0,0,0,33,0
3852,73320,1,21,0,0,1,0,0,0,0,0,26,0
3853,8670,1,10,14,0,1,0,0,0,0,1,31,1
3854,33940,1,11,30,0,1,0,0,1,0,0,55,0
3855,21943,1,9,21,0,1,0,0,0,1,0,40,0
3856,29151,0,9,9,0,1,0,0,0,0,0,26,0
3857,33985,0,9,24,0,1,0,0,0,0,1,41,0
3858,40060,0,15,29,0,1,0,1,0,0,0,55,0
3859,35504,1,8,32,0,0,1,0,0,0,0,53,0
3860,33845,0,9,23,0,1,0,0,0,0,1,42,0
3861,31186,1,10,21,0,1,0,0,0,0,1,50,0
3862,25120,0,14,37,0,1,1,0,0,0,1,60,1
3863,26958,1,12,26,0,1,0,0,1,0,0,45,1
3864,38262,0,14,27,0,1,0,0,0,0,1,51,0
3865,36947,0,15,13,0,1,0,0,0,0,1,36,0
3866,18626,0,9,9,0,0,0,0,0,0,0,27,0
3867,25836,0,8,33,0,1,0,1,0,0,0,47,1
3868,27800,0,9,6,0,1,0,0,0,0,1,25,0
3869,31469,0,9,17,0,1,0,0,0,0,0,36,0
3870,34830,1,14,18,0,1,0,0,0,0,0,41,0
3871,35882,0,16,8,0,1,0,0,0,0,0,32,0
3872,31830,0,7,28,0,1,0,1,0,0,1,55,1
3873,15552,1,8,17,0,1,0,1,0,0,1,39,1
3874,34406,0,15,12,1,0,0,1,0,0,0,33,0
3875,28937,1,7,9,0,1,1,0,0,0,0,28,0
3876,32822,0,9,21,0,1,0,0,0,0,0,40,0
3877,29873,1,10,14,0,1,0,0,0,0,1,31,0
3878,37117,0,7,27,0,1,0,1,0,0,1,56,0
3879,43566,1,17,25,0,1,0,0,1,0,1,54,0
3880,33776,1,9,28,0,1,0,0,0,0,0,50,0
3881,31589,1,9,19,0,1,0,0,0,0,0,38,0
3882,34538,1,11,31,0,1,0,0,0,0,1,48,0
3883,61468,1,21,3,0,1,0,0,0,0,0,31,0
3884,29154,0,10,12,0,1,0,0,1,0,0,34,0
3885,34243,1,9,38,0,1,0,0,0,0,1,53,1
3886,36549,1,16,14,0,1,0,0,0,0,0,41,0
3887,29764,0,9,28,0,1,0,0,0,0,1,53,1
3888,19309,1,13,8,0,1,0,0,0,0,0,29,1
3889,33768,1,9,27,0,0,0,0,0,0,1,43,0
3890,33683,0,7,20,0,1,1,0,0,0,0,36,0
3891,31274,0,9,24,1,1,0,1,0,0,1,48,0
3892,16943,0,9,22,0,1,0,0,0,0,1,42,1
3893,9498,1,9,5,0,0,1,0,0,1,1,28,0
3894,34420,1,14,30,1,1,0,1,0,0,1,60,0
3895,34634,0,10,29,0,0,0,0,0,0,1,49,0
3896,22290,1,9,25,0,0,0,0,0,0,0,45,1
3897,37912,1,7,32,0,0,0,1,0,0,1,58,0
3898,34534,0,14,28,1,1,0,1,0,0,1,58,0
3899,36482,0,16,10,0,1,0,0,0,0,0,31,0
3900,35300,1,11,34,0,1,0,0,0,0,1,54,0
3901,33318,1,7,21,0,1,0,1,0,0,1,38,0
3902,36312,1,9,34,0,1,0,0,0,0,1,53,0
3903,32665,1,10,25,0,0,0,0,0,0,1,42,0
3904,33762,1,13,25,0,1,0,0,0,0,0,50,0
3905,31334,1,10,24,0,1,0,1,0,0,1,40,0
3906,43380,1,17,14,0,1,0,0,0,0,0,43,0
3907,36089,1,15,11,0,1,0,1,0,0,1,34,0
3908,31476,1,7,10,0,1,1,0,0,0,1,27,0
3909,33418,0,7,23,1,0,0,1,0,0,1,40,0
3910,36667,0,10,35,0,1,0,0,0,0,1,51,0
3911,26912,0,8,15,0,0,1,0,0,0,0,36,1
3912,12042,1,9,28,0,1,0,0,0,0,0,52,1
3913,15536,0,7,18,0,1,1,0,0,0,1,33,1
3914,37139,0,7,28,0,0,1,0,0,0,1,54,0
