year,origin,destin,id,dist,passen,fare,bmktshr
1997,"BOSTON, MA","PORTLAND, OR",235,2541,246,339,.2967
1998,"BOSTON, MA","PORTLAND, OR",235,2541,259,325,.41139999
1999,"BOSTON, MA","PORTLAND, OR",235,2541,208,382,.31580001
2000,"BOSTON, MA","PORTLAND, OR",235,2541,225,398,.315
1997,"BOSTON, MA","RALEIGH/DURHAM, NC",236,612,537,193,.62800002
1998,"BOSTON, MA","RALEIGH/DURHAM, NC",236,612,585,187,.64419997
1999,"BOSTON, MA","RALEIGH/DURHAM, NC",236,612,741,132,.50819999
2000,"BOSTON, MA","RALEIGH/DURHAM, NC",236,612,746,146,.58499998
1997,"BOSTON, MA","RICHMOND, VA",237,474,187,202,.77529997
1998,"BOSTON, MA","RICHMOND, VA",237,474,175,213,.85870004
1999,"BOSTON, MA","RICHMOND, VA",237,474,211,200,.80779999
2000,"BOSTON, MA","RICHMOND, VA",237,474,233,222,.65970004
1997,"BOSTON, MA","ROCHESTER, NY",238,343,278,153,.92839998
1998,"BOSTON, MA","ROCHESTER, NY",238,343,279,125,.91440004
1999,"BOSTON, MA","ROCHESTER, NY",238,343,243,152,.94309998
2000,"BOSTON, MA","ROCHESTER, NY",238,343,334,172,.72290003
1997,"BOSTON, MA","SACRAMENTO, CA",239,2642,121,324,.32619998
1998,"BOSTON, MA","SACRAMENTO, CA",239,2642,104,358,.44599998
1999,"BOSTON, MA","SACRAMENTO, CA",239,2642,113,375,.40580001
2000,"BOSTON, MA","SACRAMENTO, CA",239,2642,118,407,.4413
1997,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,242,289,.70699996
1998,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,274,300,.68699998
1999,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,284,311,.625
2000,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,309,300,.63940001
1997,"BOSTON, MA","SAN DIEGO, CA",241,2588,490,276,.2872
1998,"BOSTON, MA","SAN DIEGO, CA",241,2588,434,312,.4348
1999,"BOSTON, MA","SAN DIEGO, CA",241,2588,394,331,.45640001
2000,"BOSTON, MA","SAN DIEGO, CA",241,2588,463,352,.4025
1997,"BOSTON, MA","SAN FRANCISCO, CA",242,2704,1548,460,.62849998
1998,"BOSTON, MA","SAN FRANCISCO, CA",242,2704,1811,382,.5733
1999,"BOSTON, MA","SAN FRANCISCO, CA",242,2704,1709,453,.55619997
2000,"BOSTON, MA","SAN FRANCISCO, CA",242,2704,1815,488,.49959999
1997,"BOSTON, MA","SAN JOSE, CA",243,2689,473,459,.67449999
1998,"BOSTON, MA","SAN JOSE, CA",243,2689,550,408,.65720004
1999,"BOSTON, MA","SAN JOSE, CA",243,2689,530,452,.70429999
2000,"BOSTON, MA","SAN JOSE, CA",243,2689,601,522,.70949996
1997,"BOSTON, MA","SANTA ANA, CA",244,2592,212,363,.31290001
1998,"BOSTON, MA","SANTA ANA, CA",244,2592,175,403,.2757
1999,"BOSTON, MA","SANTA ANA, CA",244,2592,209,363,.22700001
2000,"BOSTON, MA","SANTA ANA, CA",244,2592,177,410,.26229998
1997,"BOSTON, MA","SARASOTA, FL",245,1222,193,136,.64129996
1998,"BOSTON, MA","SARASOTA, FL",245,1222,162,138,.49599999
1999,"BOSTON, MA","SARASOTA, FL",245,1222,147,143,.48409998
2000,"BOSTON, MA","SARASOTA, FL",245,1222,121,153,.43630001
1997,"BOSTON, MA","SEATTLE, WA",246,2497,552,301,.41169998
1998,"BOSTON, MA","SEATTLE, WA",246,2497,537,299,.36300001
1999,"BOSTON, MA","SEATTLE, WA",246,2497,527,334,.32659999
2000,"BOSTON, MA","SEATTLE, WA",246,2497,500,363,.28170002
1997,"BOSTON, MA","ST. LOUIS, MO",247,1046,344,310,.71970004
1998,"BOSTON, MA","ST. LOUIS, MO",247,1046,338,309,.78780001
1999,"BOSTON, MA","ST. LOUIS, MO",247,1046,322,336,.72540003
2000,"BOSTON, MA","ST. LOUIS, MO",247,1046,319,370,.7421
1997,"BOSTON, MA","TAMPA, FL",248,1185,1103,137,.51709998
1998,"BOSTON, MA","TAMPA, FL",248,1185,1034,126,.56
1999,"BOSTON, MA","TAMPA, FL",248,1185,1226,125,.45270002
2000,"BOSTON, MA","TAMPA, FL",248,1185,1224,133,.53119999
1997,"BOSTON, MA","WASHINGTON, DC",249,406,3362,141,.71440005
1998,"BOSTON, MA","WASHINGTON, DC",249,406,3667,126,.77579999
1999,"BOSTON, MA","WASHINGTON, DC",249,406,4052,121,.63749999
2000,"BOSTON, MA","WASHINGTON, DC",249,406,3625,152,.60040003
1997,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,1037,149,.70199996
1998,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,863,152,.73730004
1999,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,1028,145,.51749998
2000,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,863,153,.55320001
1997,"BUFFALO, NY","CHICAGO, IL",251,473,329,206,.46580002
1998,"BUFFALO, NY","CHICAGO, IL",251,473,307,208,.46830001
1999,"BUFFALO, NY","CHICAGO, IL",251,473,690,99,.35139999
2000,"BUFFALO, NY","CHICAGO, IL",251,473,537,120,.41049999
1997,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,157,133,.54769999
1998,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,171,126,.4745
1999,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,182,130,.47099999
2000,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,304,115,.35699999
1997,"BUFFALO, NY","LAS VEGAS, NV",253,1989,215,168,.36020002
1998,"BUFFALO, NY","LAS VEGAS, NV",253,1989,241,180,.28380001
1999,"BUFFALO, NY","LAS VEGAS, NV",253,1989,227,195,.31120002
2000,"BUFFALO, NY","LAS VEGAS, NV",253,1989,320,166,.50580001
1997,"BUFFALO, NY","NEW YORK, NY",254,292,1133,142,.58310002
1998,"BUFFALO, NY","NEW YORK, NY",254,292,1222,125,.5704
1999,"BUFFALO, NY","NEW YORK, NY",254,292,1141,145,.59099996
2000,"BUFFALO, NY","NEW YORK, NY",254,292,2022,96,.4271
1997,"BUFFALO, NY","ORLANDO, FL",255,1011,443,116,.40810001
1998,"BUFFALO, NY","ORLANDO, FL",255,1011,552,102,.52109998
1999,"BUFFALO, NY","ORLANDO, FL",255,1011,519,111,.63849998
2000,"BUFFALO, NY","ORLANDO, FL",255,1011,700,107,.3646
1997,"BUFFALO, NY","PHILADELPHIA, PA",256,279,224,196,.96169996
1998,"BUFFALO, NY","PHILADELPHIA, PA",256,279,215,201,.95359999
1999,"BUFFALO, NY","PHILADELPHIA, PA",256,279,178,213,.96219999
2000,"BUFFALO, NY","PHILADELPHIA, PA",256,279,161,255,.95879996
1997,"BUFFALO, NY","TAMPA, FL",257,1055,182,136,.63270003
1998,"BUFFALO, NY","TAMPA, FL",257,1055,224,122,.5381
1999,"BUFFALO, NY","TAMPA, FL",257,1055,273,124,.5539
2000,"BUFFALO, NY","TAMPA, FL",257,1055,395,107,.42049998
1997,"BUFFALO, NY","WASHINGTON, DC",258,296,240,157,.84400004
1998,"BUFFALO, NY","WASHINGTON, DC",258,296,215,161,.852
1999,"BUFFALO, NY","WASHINGTON, DC",258,296,212,160,.86070001
2000,"BUFFALO, NY","WASHINGTON, DC",258,296,120,169,.90039998
1997,"BURBANK, CA","DENVER, CO",259,851,148,167,.87730002
1998,"BURBANK, CA","DENVER, CO",259,851,114,220,.86980003
1999,"BURBANK, CA","DENVER, CO",259,851,118,229,.89139998
2000,"BURBANK, CA","DENVER, CO",259,851,123,233,.86800003
1997,"BURBANK, CA","LAS VEGAS, NV",260,223,1652,67,.9835
1998,"BURBANK, CA","LAS VEGAS, NV",260,223,1693,67,.99050003
1999,"BURBANK, CA","LAS VEGAS, NV",260,223,1855,67,.99959999
2000,"BURBANK, CA","LAS VEGAS, NV",260,223,1823,71,.99940002
1997,"BURBANK, CA","OAKLAND, CA",261,325,2154,68,.99959999
1998,"BURBANK, CA","OAKLAND, CA",261,325,2268,73,.99230003
1999,"BURBANK, CA","OAKLAND, CA",261,325,2329,78,.99440002
2000,"BURBANK, CA","OAKLAND, CA",261,325,2426,83,.9939
1997,"BURBANK, CA","PHOENIX, AZ",262,369,1159,57,.68239999
1998,"BURBANK, CA","PHOENIX, AZ",262,369,1251,61,.66900003
1999,"BURBANK, CA","PHOENIX, AZ",262,369,1357,60,.62810004
2000,"BURBANK, CA","PHOENIX, AZ",262,369,1254,66,.634
1997,"BURBANK, CA","PORTLAND, OR",263,817,384,119,.68970001
1998,"BURBANK, CA","PORTLAND, OR",263,817,408,119,.74330002
1999,"BURBANK, CA","PORTLAND, OR",263,817,423,122,.76089996
2000,"BURBANK, CA","PORTLAND, OR",263,817,440,136,.73989999
1997,"BURBANK, CA","RENO, NV",264,374,198,75,.89249998
1998,"BURBANK, CA","RENO, NV",264,374,199,87,.81190002
1999,"BURBANK, CA","RENO, NV",264,374,177,91,.90650004
2000,"BURBANK, CA","RENO, NV",264,374,185,95,.92480004
1997,"BURBANK, CA","SACRAMENTO, CA",265,358,1474,61,.99220002
1998,"BURBANK, CA","SACRAMENTO, CA",265,358,1557,70,.98370004
1999,"BURBANK, CA","SACRAMENTO, CA",265,358,1568,76,.98470002
2000,"BURBANK, CA","SACRAMENTO, CA",265,358,1620,81,.98339999
1997,"BURBANK, CA","SAN FRANCISCO, CA",266,326,1537,87,.99739999
1998,"BURBANK, CA","SAN FRANCISCO, CA",266,326,1482,83,.99790001
1999,"BURBANK, CA","SAN FRANCISCO, CA",266,326,1380,93,.99830002
2000,"BURBANK, CA","SAN FRANCISCO, CA",266,326,1169,105,.99809998
1997,"BURBANK, CA","SAN JOSE, CA",267,296,1264,66,.99980003
1998,"BURBANK, CA","SAN JOSE, CA",267,296,1353,68,.8222
1999,"BURBANK, CA","SAN JOSE, CA",267,296,1273,76,.99959999
2000,"BURBANK, CA","SAN JOSE, CA",267,296,1319,83,.99959999
1997,"BURBANK, CA","SEATTLE, WA",268,937,596,118,.67640001
1998,"BURBANK, CA","SEATTLE, WA",268,937,651,121,.72870004
1999,"BURBANK, CA","SEATTLE, WA",268,937,654,131,.77509999
2000,"BURBANK, CA","SEATTLE, WA",268,937,743,143,.72500002
1997,"BURLINGTON, VT","NEW YORK, NY",269,262,193,171,.51969999
1998,"BURLINGTON, VT","NEW YORK, NY",269,262,203,162,.56520003
1999,"BURLINGTON, VT","NEW YORK, NY",269,262,206,175,.5327
2000,"BURLINGTON, VT","NEW YORK, NY",269,262,483,91,.4571
1997,"CHARLESTON, SC","CHICAGO, IL",270,761,179,172,.5237
1998,"CHARLESTON, SC","CHICAGO, IL",270,761,167,194,.48470002
1999,"CHARLESTON, SC","CHICAGO, IL",270,761,117,220,.47310001
2000,"CHARLESTON, SC","CHICAGO, IL",270,761,108,177,.4975
1997,"CHARLESTON, SC","NEW YORK, NY",271,634,490,156,.345
1998,"CHARLESTON, SC","NEW YORK, NY",271,634,478,160,.43619999
1999,"CHARLESTON, SC","NEW YORK, NY",271,634,458,180,.3802
2000,"CHARLESTON, SC","NEW YORK, NY",271,634,453,186,.43200001
1997,"CHARLESTON, SC","WASHINGTON, DC",272,444,171,186,.84540004
1998,"CHARLESTON, SC","WASHINGTON, DC",272,444,185,182,.79580003
1999,"CHARLESTON, SC","WASHINGTON, DC",272,444,182,217,.80180001
2000,"CHARLESTON, SC","WASHINGTON, DC",272,444,187,167,.72730005
1997,"CHARLOTTE, NC","CHICAGO, IL",273,599,572,254,.56819999
1998,"CHARLOTTE, NC","CHICAGO, IL",273,599,626,253,.56590003
1999,"CHARLOTTE, NC","CHICAGO, IL",273,599,618,256,.59430003
2000,"CHARLOTTE, NC","CHICAGO, IL",273,599,644,248,.62199998
1997,"CHARLOTTE, NC","CLEVELAND, OH",274,430,186,240,.89459997
1998,"CHARLOTTE, NC","CLEVELAND, OH",274,430,192,233,.90529996
1999,"CHARLOTTE, NC","CLEVELAND, OH",274,430,193,245,.71769994
2000,"CHARLOTTE, NC","CLEVELAND, OH",274,430,187,249,.63620001
1997,"CHARLOTTE, NC","DALLAS, TX",275,937,593,229,.51319999
1998,"CHARLOTTE, NC","DALLAS, TX",275,937,491,270,.55470002
1999,"CHARLOTTE, NC","DALLAS, TX",275,937,423,292,.51889998
2000,"CHARLOTTE, NC","DALLAS, TX",275,937,432,317,.54189998
1997,"CHARLOTTE, NC","DENVER, CO",276,1339,181,270,.65790004
1998,"CHARLOTTE, NC","DENVER, CO",276,1339,192,274,.62720001
1999,"CHARLOTTE, NC","DENVER, CO",276,1339,233,265,.58889997
2000,"CHARLOTTE, NC","DENVER, CO",276,1339,218,288,.64959997
1997,"CHARLOTTE, NC","DETROIT, MI",277,500,298,226,.50999999
1998,"CHARLOTTE, NC","DETROIT, MI",277,500,278,239,.48470002
1999,"CHARLOTTE, NC","DETROIT, MI",277,500,306,251,.46709999
2000,"CHARLOTTE, NC","DETROIT, MI",277,500,291,256,.46900001
1997,"CHARLOTTE, NC","FT. LAUDERDALE, FL",278,632,217,186,.82459998
1998,"CHARLOTTE, NC","FT. LAUDERDALE, FL",278,632,248,187,.77959996
1999,"CHARLOTTE, NC","FT. LAUDERDALE, FL",278,632,227,191,.85610002
2000,"CHARLOTTE, NC","FT. LAUDERDALE, FL",278,632,287,175,.86080003
1997,"CHARLOTTE, NC","HARTFORD, CT",279,643,199,239,.88709998
1998,"CHARLOTTE, NC","HARTFORD, CT",279,643,216,239,.91120005
1999,"CHARLOTTE, NC","HARTFORD, CT",279,643,252,245,.91240001
2000,"CHARLOTTE, NC","HARTFORD, CT",279,643,223,269,.91530001
1997,"CHARLOTTE, NC","HOUSTON, TX",280,914,222,252,.70609999
1998,"CHARLOTTE, NC","HOUSTON, TX",280,914,246,259,.57599998
1999,"CHARLOTTE, NC","HOUSTON, TX",280,914,254,281,.51840001
2000,"CHARLOTTE, NC","HOUSTON, TX",280,914,264,315,.44119999
1997,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,151,204,.94449997
1998,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,163,203,.89980006
1999,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,154,216,.89050001
2000,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,164,213,.87589997
1997,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,193,200,.90359998
1998,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,174,219,.92830002
1999,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,139,222,.90519994
2000,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,134,260,.91300005
1997,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,153,224,.7597
1998,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,148,243,.82230002
1999,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,137,253,.77029997
2000,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,144,253,.75339997
1997,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,301,312,.70269996
1998,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,332,302,.65079999
1999,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,428,282,.69629997
2000,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,358,322,.63230002
1997,"CHARLOTTE, NC","MEMPHIS, TN",285,512,197,173,.82739997
1998,"CHARLOTTE, NC","MEMPHIS, TN",285,512,174,201,.889
1999,"CHARLOTTE, NC","MEMPHIS, TN",285,512,175,245,.86919999
2000,"CHARLOTTE, NC","MEMPHIS, TN",285,512,178,251,.63959998
1997,"CHARLOTTE, NC","MIAMI, FL",286,650,216,176,.85180002
1998,"CHARLOTTE, NC","MIAMI, FL",286,650,235,171,.85110003
1999,"CHARLOTTE, NC","MIAMI, FL",286,650,245,183,.84949994
2000,"CHARLOTTE, NC","MIAMI, FL",286,650,255,186,.86680001
1997,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,197,276,.48479998
1998,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,229,263,.495
1999,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,224,278,.47310001
2000,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,234,261,.51459998
1997,"CHARLOTTE, NC","NASHVILLE, TN",288,329,247,221,.94849998
1998,"CHARLOTTE, NC","NASHVILLE, TN",288,329,225,236,.91900003
1999,"CHARLOTTE, NC","NASHVILLE, TN",288,329,226,227,.91480005
2000,"CHARLOTTE, NC","NASHVILLE, TN",288,329,195,255,.93489999
1997,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,191,164,.7701
1998,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,186,180,.7895
1999,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,156,204,.77769995
2000,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,173,206,.75309998
1997,"CHARLOTTE, NC","NEW YORK, NY",290,538,1206,241,.79390001
1998,"CHARLOTTE, NC","NEW YORK, NY",290,538,1292,241,.79910004
1999,"CHARLOTTE, NC","NEW YORK, NY",290,538,1410,230,.78309995
2000,"CHARLOTTE, NC","NEW YORK, NY",290,538,1304,268,.77989995
1997,"CHARLOTTE, NC","ORLANDO, FL",291,468,360,164,.87839997
1998,"CHARLOTTE, NC","ORLANDO, FL",291,468,367,167,.88739997
1999,"CHARLOTTE, NC","ORLANDO, FL",291,468,351,188,.86610001
2000,"CHARLOTTE, NC","ORLANDO, FL",291,468,399,188,.90480006
1997,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,453,239,.95539999
1998,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,526,251,.9612
1999,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,507,249,.94870001
2000,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,498,279,.94999999
1997,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,219,214,.9558
1998,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,221,223,.94730002
1999,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,219,229,.94690001
2000,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,216,240,.93699998
1997,"CHARLOTTE, NC","RICHMOND, VA",294,256,178,251,.9835
1998,"CHARLOTTE, NC","RICHMOND, VA",294,256,161,249,.98580003
1999,"CHARLOTTE, NC","RICHMOND, VA",294,256,152,254,.98210001
2000,"CHARLOTTE, NC","RICHMOND, VA",294,256,147,289,.98809999
1997,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,236,331,.75260001
1998,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,305,372,.67089999
1999,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,385,295,.7033
2000,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,320,376,.69419998
1997,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,213,228,.48439997
1998,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,218,222,.49330002
1999,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,202,238,.46880001
2000,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,213,243,.49340001
1997,"CHARLOTTE, NC","TAMPA, FL",297,508,337,185,.8308
1998,"CHARLOTTE, NC","TAMPA, FL",297,508,348,186,.85470003
1999,"CHARLOTTE, NC","TAMPA, FL",297,508,346,199,.87150002
2000,"CHARLOTTE, NC","TAMPA, FL",297,508,341,202,.88589996
1997,"CHARLOTTE, NC","WASHINGTON, DC",298,328,423,214,.95730001
1998,"CHARLOTTE, NC","WASHINGTON, DC",298,328,482,210,.95730001
1999,"CHARLOTTE, NC","WASHINGTON, DC",298,328,521,212,.95199996
2000,"CHARLOTTE, NC","WASHINGTON, DC",298,328,453,252,.96519995
1997,"CHICAGO, IL","CINCINNATI, OH",299,264,618,259,.59349996
1998,"CHICAGO, IL","CINCINNATI, OH",299,264,648,252,.58130002
1999,"CHICAGO, IL","CINCINNATI, OH",299,264,1153,124,.48249999
2000,"CHICAGO, IL","CINCINNATI, OH",299,264,690,236,.58770001
1997,"CHICAGO, IL","CLEVELAND, OH",300,310,2651,79,.33150002
1998,"CHICAGO, IL","CLEVELAND, OH",300,310,2559,81,.33070001
1999,"CHICAGO, IL","CLEVELAND, OH",300,310,2665,82,.3351
2000,"CHICAGO, IL","CLEVELAND, OH",300,310,2312,103,.42680001
1997,"CHICAGO, IL","CO SPRINGS, CO",301,912,240,166,.71930003
1998,"CHICAGO, IL","CO SPRINGS, CO",301,912,184,196,.85800004
1999,"CHICAGO, IL","CO SPRINGS, CO",301,912,170,220,.8355
2000,"CHICAGO, IL","CO SPRINGS, CO",301,912,177,210,.81370002
1997,"CHICAGO, IL","COLUMBIA, SC",302,667,130,169,.5553
1998,"CHICAGO, IL","COLUMBIA, SC",302,667,128,209,.57069999
1999,"CHICAGO, IL","COLUMBIA, SC",302,667,142,197,.4752
2000,"CHICAGO, IL","COLUMBIA, SC",302,667,84,199,.61400002
1997,"CHICAGO, IL","COLUMBUS, OH",303,284,1732,77,.34130001
1998,"CHICAGO, IL","COLUMBUS, OH",303,284,1861,80,.35229999
1999,"CHICAGO, IL","COLUMBUS, OH",303,284,1567,92,.4975
2000,"CHICAGO, IL","COLUMBUS, OH",303,284,1160,100,.58999997
1997,"CHICAGO, IL","DALLAS, TX",304,800,2558,256,.67690003
1998,"CHICAGO, IL","DALLAS, TX",304,800,2950,218,.59330004
1999,"CHICAGO, IL","DALLAS, TX",304,800,2929,224,.56150001
2000,"CHICAGO, IL","DALLAS, TX",304,800,2829,248,.51279998
1997,"CHICAGO, IL","DAYTON, OH",305,240,273,179,.67110002
1998,"CHICAGO, IL","DAYTON, OH",305,240,287,183,.57630002
1999,"CHICAGO, IL","DAYTON, OH",305,240,206,213,.60170001
2000,"CHICAGO, IL","DAYTON, OH",305,240,268,176,.48900002
1997,"CHICAGO, IL","DENVER, CO",306,888,2476,143,.64379996
1998,"CHICAGO, IL","DENVER, CO",306,888,2377,174,.56450003
1999,"CHICAGO, IL","DENVER, CO",306,888,2378,187,.55879998
2000,"CHICAGO, IL","DENVER, CO",306,888,2691,178,.5158
1997,"CHICAGO, IL","DES MOINES, IA",307,299,288,235,.7324
1998,"CHICAGO, IL","DES MOINES, IA",307,299,311,184,.71959996
1999,"CHICAGO, IL","DES MOINES, IA",307,299,302,183,.64629996
2000,"CHICAGO, IL","DES MOINES, IA",307,299,253,201,.56290001
1997,"CHICAGO, IL","DETROIT, MI",308,233,3657,77,.42570001
1998,"CHICAGO, IL","DETROIT, MI",308,233,3636,79,.39090002
1999,"CHICAGO, IL","DETROIT, MI",308,233,3768,77,.40880001
2000,"CHICAGO, IL","DETROIT, MI",308,233,3310,89,.43599999
1997,"CHICAGO, IL","EL PASO, TX",309,1236,227,222,.68099999
1998,"CHICAGO, IL","EL PASO, TX",309,1236,236,223,.80680001
1999,"CHICAGO, IL","EL PASO, TX",309,1236,263,201,.6821
2000,"CHICAGO, IL","EL PASO, TX",309,1236,247,211,.74510002
1997,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1264,172,.32029998
1998,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1543,159,.29719999
1999,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1683,161,.2854
2000,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,2175,156,.27809998
1997,"CHICAGO, IL","FT. MYERS, FL",311,1120,818,165,.39570001
1998,"CHICAGO, IL","FT. MYERS, FL",311,1120,931,155,.45159999
1999,"CHICAGO, IL","FT. MYERS, FL",311,1120,956,160,.43830001
2000,"CHICAGO, IL","FT. MYERS, FL",311,1120,1150,156,.2814
1997,"CHICAGO, IL","GREENSBORO, NC",312,590,233,268,.7396
1998,"CHICAGO, IL","GREENSBORO, NC",312,590,319,214,.73620003
1999,"CHICAGO, IL","GREENSBORO, NC",312,590,278,189,.69879997
2000,"CHICAGO, IL","GREENSBORO, NC",312,590,258,234,.59360003
1997,"CHICAGO, IL","HARRISBURG, PA",313,595,227,238,.574
1998,"CHICAGO, IL","HARRISBURG, PA",313,595,239,200,.57459998
1999,"CHICAGO, IL","HARRISBURG, PA",313,595,206,229,.56040001
2000,"CHICAGO, IL","HARRISBURG, PA",313,595,165,284,.57859999
1997,"CHICAGO, IL","HARTFORD, CT",314,783,691,266,.45750001
1998,"CHICAGO, IL","HARTFORD, CT",314,783,607,273,.4569
1999,"CHICAGO, IL","HARTFORD, CT",314,783,1030,147,.42330003
2000,"CHICAGO, IL","HARTFORD, CT",314,783,1106,166,.4138
1997,"CHICAGO, IL","HOUSTON, TX",315,925,1683,177,.34259999
1998,"CHICAGO, IL","HOUSTON, TX",315,925,1690,185,.34419999
1999,"CHICAGO, IL","HOUSTON, TX",315,925,1835,173,.34009999
2000,"CHICAGO, IL","HOUSTON, TX",315,925,1917,186,.36669999
1997,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,989,82,.42450002
1998,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,977,89,.44279999
1999,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,948,83,.4253
2000,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,808,104,.43959999
1997,"CHICAGO, IL","JACKSON, MS",317,666,219,116,.67330003
1998,"CHICAGO, IL","JACKSON, MS",317,666,238,123,.66480005
1999,"CHICAGO, IL","JACKSON, MS",317,666,258,119,.68059999
2000,"CHICAGO, IL","JACKSON, MS",317,666,234,129,.69410002
1997,"CHICAGO, IL","JACKSONVILLE, FL",318,865,466,146,.4429
1998,"CHICAGO, IL","JACKSONVILLE, FL",318,865,468,160,.5122
1999,"CHICAGO, IL","JACKSONVILLE, FL",318,865,578,148,.34869999
2000,"CHICAGO, IL","JACKSONVILLE, FL",318,865,551,162,.36740002
1997,"CHICAGO, IL","KANSAS CITY, MO",319,405,2423,73,.48019999
1998,"CHICAGO, IL","KANSAS CITY, MO",319,405,2606,69,.48369998
1999,"CHICAGO, IL","KANSAS CITY, MO",319,405,2498,80,.48229998
2000,"CHICAGO, IL","KANSAS CITY, MO",319,405,2281,86,.51429999
1997,"CHICAGO, IL","KNOXVILLE, TN",320,475,186,206,.81379998
1998,"CHICAGO, IL","KNOXVILLE, TN",320,475,201,180,.79280001
1999,"CHICAGO, IL","KNOXVILLE, TN",320,475,223,172,.76300001
2000,"CHICAGO, IL","KNOXVILLE, TN",320,475,196,179,.79030001
1997,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2135,155,.29429999
1998,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2260,163,.33220002
1999,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2986,149,.33130002
2000,"CHICAGO, IL","LAS VEGAS, NV",321,1515,3146,151,.2683
1997,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,153,134,.77480006
1998,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,150,129,.84249997
1999,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,136,161,.8276
2000,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,96,217,.79320002
1997,"CHICAGO, IL","LINCOLN, NE",323,467,117,114,.92629999
1998,"CHICAGO, IL","LINCOLN, NE",323,467,108,122,.87580001
1999,"CHICAGO, IL","LINCOLN, NE",323,467,117,129,.91339993
2000,"CHICAGO, IL","LINCOLN, NE",323,467,62,173,.88849998
1997,"CHICAGO, IL","LITTLE ROCK, AR",324,544,351,113,.52919996
1998,"CHICAGO, IL","LITTLE ROCK, AR",324,544,316,131,.53169996
1999,"CHICAGO, IL","LITTLE ROCK, AR",324,544,320,127,.52700001
