Date,state,LaborForce,UnemploymentRate
2005-03-01,Nebraska,973729,4
2005-03-01,Nevada,1207669,4.1
2005-03-01,New Hampshire,723275,3.6
2005-03-01,New Mexico,914602,5.4
2005-03-01,New York,9409839,5
2005-03-01,New jersey,4359408,4.3
2005-03-01,North Carolina,4291732,5.4
2005-03-01,North Dakota,354342,3.4
2005-03-01,Ohio,5873758,6.1
2005-03-01,Oklahoma,1695980,4.6
2005-03-01,Oregon,1838672,6.3
2005-03-01,Pennsylvania,6241999,5.1
2005-03-01,Rhode island,561995,5
2005-03-01,South Carolina,2053206,6.7
2005-03-01,South Dakota,430124,4
2005-03-01,Tennessee,2879063,5.9
2005-03-01,Texas,11053577,5.6
2005-03-01,Utah,1257385,4.3
2005-03-01,Vermont,348167,3.4
2005-03-01,Virginia,3859630,3.7
2005-03-01,Washington,3240349,5.7
2005-03-01,West Virginia,784738,5.1
2005-03-01,Wisconsin,3009254,4.7
2005-03-01,Wyoming,275070,3.5
2005-04-01,Alabama,2140454,4.6
2005-04-01,Alaska,343279,6.8
2005-04-01,Arizona,2861235,4.8
2005-04-01,Arkansas,1337015,5.3
2005-04-01,California,17492262,5.5
2005-04-01,Colorado,2554710,5.2
2005-04-01,Connecticut,1791090,5
2005-04-01,Delaware,427824,4
2005-04-01,Florida,8657368,3.9
2005-04-01,Georgia,4555444,5.4
2005-04-01,Hawaii,622409,2.9
2005-04-01,Idaho,727665,4.1
2005-04-01,Illinois,6378227,5.8
2005-04-01,Indiana,3192780,5.5
2005-04-01,Iowa,1623973,4.3
2005-04-01,Kansas,1466892,5.1
2005-04-01,Kentucky,1992476,5.8
2005-04-01,Louisiana,2064717,5.7
2005-04-01,Maine,694842,5
2005-04-01,Maryland,2916192,4.3
2005-04-01,Massachusetts,3380316,4.8
2005-04-01,Michigan,5080167,6.9
2005-04-01,Minnesota,2875367,4.1
2005-04-01,Mississippi,1322796,6.8
2005-04-01,Missouri,3009823,5.7
2005-04-01,Montana,483902,4.5
2005-04-01,Nebraska,973600,3.9
2005-04-01,Nevada,1212490,4.1
2005-04-01,New Hampshire,724032,3.6
2005-04-01,New Mexico,915811,5.3
2005-04-01,New York,9423325,5
2005-04-01,New jersey,4368983,4.3
2005-04-01,North Carolina,4299859,5.4
2005-04-01,North Dakota,354427,3.4
2005-04-01,Ohio,5876658,6
2005-04-01,Oklahoma,1697959,4.6
2005-04-01,Oregon,1841007,6.3
2005-04-01,Pennsylvania,6245627,5.1
2005-04-01,Rhode island,563115,5
2005-04-01,South Carolina,2055424,6.6
2005-04-01,South Dakota,430330,4
2005-04-01,Tennessee,2884388,5.8
2005-04-01,Texas,11063579,5.5
2005-04-01,Utah,1261428,4.2
2005-04-01,Vermont,348627,3.4
2005-04-01,Virginia,3874382,3.7
2005-04-01,Washington,3247499,5.6
2005-04-01,West Virginia,786141,5.1
2005-04-01,Wisconsin,3010685,4.7
2005-04-01,Wyoming,275393,3.5
2005-05-01,Alabama,2142465,4.5
2005-05-01,Alaska,343788,6.8
2005-05-01,Arizona,2872494,4.7
2005-05-01,Arkansas,1341906,5.3
2005-05-01,California,17515764,5.4
2005-05-01,Colorado,2557733,5.1
2005-05-01,Connecticut,1794597,5
2005-05-01,Delaware,430020,4.1
2005-05-01,Florida,8689618,3.8
2005-05-01,Georgia,4570674,5.4
2005-05-01,Hawaii,624246,2.8
2005-05-01,Idaho,730002,4.1
2005-05-01,Illinois,6385844,5.8
2005-05-01,Indiana,3198004,5.4
2005-05-01,Iowa,1626722,4.3
2005-05-01,Kansas,1465872,5.1
2005-05-01,Kentucky,1997275,5.9
2005-05-01,Louisiana,2069290,5.7
2005-05-01,Maine,696537,5
2005-05-01,Maryland,2920572,4.2
2005-05-01,Massachusetts,3381815,4.8
2005-05-01,Michigan,5084921,6.7
2005-05-01,Minnesota,2876514,4
2005-05-01,Mississippi,1323712,6.7
2005-05-01,Missouri,3010528,5.5
2005-05-01,Montana,484338,4.5
2005-05-01,Nebraska,973270,3.9
2005-05-01,Nevada,1217552,4.1
2005-05-01,New Hampshire,724795,3.6
2005-05-01,New Mexico,917038,5.3
2005-05-01,New York,9442291,4.9
2005-05-01,New jersey,4379679,4.2
2005-05-01,North Carolina,4308724,5.3
2005-05-01,North Dakota,354663,3.4
2005-05-01,Ohio,5881530,5.9
2005-05-01,Oklahoma,1700503,4.6
2005-05-01,Oregon,1843557,6.3
2005-05-01,Pennsylvania,6250226,5
2005-05-01,Rhode island,564382,5
2005-05-01,South Carolina,2059159,6.6
2005-05-01,South Dakota,430470,4
2005-05-01,Tennessee,2890729,5.7
2005-05-01,Texas,11078994,5.4
2005-05-01,Utah,1265797,4.1
2005-05-01,Vermont,349220,3.4
2005-05-01,Virginia,3889902,3.6
2005-05-01,Washington,3255582,5.6
2005-05-01,West Virginia,788016,5.1
2005-05-01,Wisconsin,3013801,4.6
2005-05-01,Wyoming,275826,3.6
2005-06-01,Alabama,2144888,4.4
2005-06-01,Alaska,344327,6.8
2005-06-01,Arizona,2883042,4.7
2005-06-01,Arkansas,1346646,5.2
2005-06-01,California,17540210,5.3
2005-06-01,Colorado,2560668,5.1
2005-06-01,Connecticut,1797654,5
2005-06-01,Delaware,432167,4.2
2005-06-01,Florida,8722052,3.6
2005-06-01,Georgia,4586274,5.3
2005-06-01,Hawaii,626274,2.8
2005-06-01,Idaho,732176,4.1
2005-06-01,Illinois,6394147,5.7
2005-06-01,Indiana,3203640,5.3
2005-06-01,Iowa,1629173,4.2
2005-06-01,Kansas,1464871,5
2005-06-01,Kentucky,2001391,5.9
2005-06-01,Louisiana,2066629,5.7
2005-06-01,Maine,698109,5
2005-06-01,Maryland,2924870,4.2
2005-06-01,Massachusetts,3383599,4.8
2005-06-01,Michigan,5088831,6.6
2005-06-01,Minnesota,2877789,4
2005-06-01,Mississippi,1323938,6.7
2005-06-01,Missouri,3010986,5.3
2005-06-01,Montana,485027,4.4
2005-06-01,Nebraska,972860,3.8
2005-06-01,Nevada,1222554,4.1
2005-06-01,New Hampshire,725592,3.6
2005-06-01,New Mexico,918229,5.2
2005-06-01,New York,9463924,4.9
2005-06-01,New jersey,4390571,4.2
2005-06-01,North Carolina,4318066,5.3
2005-06-01,North Dakota,355041,3.4
2005-06-01,Ohio,5887338,5.8
2005-06-01,Oklahoma,1703103,4.5
2005-06-01,Oregon,1845977,6.2
2005-06-01,Pennsylvania,6254784,4.9
2005-06-01,Rhode island,565671,5
2005-06-01,South Carolina,2064409,6.6
2005-06-01,South Dakota,430533,3.9
2005-06-01,Tennessee,2897585,5.6
2005-06-01,Texas,11100075,5.3
2005-06-01,Utah,1270397,4.1
2005-06-01,Vermont,349929,3.4
2005-06-01,Virginia,3904202,3.6
2005-06-01,Washington,3264078,5.6
2005-06-01,West Virginia,790166,5.1
2005-06-01,Wisconsin,3017810,4.6
2005-06-01,Wyoming,276312,3.6
2005-07-01,Alabama,2147465,4.4
2005-07-01,Alaska,344890,6.8
2005-07-01,Arizona,2892165,4.6
2005-07-01,Arkansas,1350816,5.2
2005-07-01,California,17561560,5.3
2005-07-01,Colorado,2563627,5
2005-07-01,Connecticut,1800098,4.9
2005-07-01,Delaware,434173,4.2
2005-07-01,Florida,8750988,3.5
2005-07-01,Georgia,4600984,5.3
2005-07-01,Hawaii,628344,2.8
2005-07-01,Idaho,734006,4.1
2005-07-01,Illinois,6402445,5.6
2005-07-01,Indiana,3209557,5.4
2005-07-01,Iowa,1631498,4.2
2005-07-01,Kansas,1464166,4.9
2005-07-01,Kentucky,2004820,5.9
2005-07-01,Louisiana,2054176,5.6
2005-07-01,Maine,699369,4.9
2005-07-01,Maryland,2928758,4.1
2005-07-01,Massachusetts,3385328,4.8
2005-07-01,Michigan,5090770,6.6
2005-07-01,Minnesota,2879213,3.9
2005-07-01,Mississippi,1323800,6.8
2005-07-01,Missouri,3010963,5.2
2005-07-01,Montana,485943,4.4
2005-07-01,Nebraska,972608,3.8
2005-07-01,Nevada,1227234,4.2
2005-07-01,New Hampshire,726481,3.6
2005-07-01,New Mexico,919348,5.1
2005-07-01,New York,9483995,5
2005-07-01,New jersey,4400906,4.3
2005-07-01,North Carolina,4326594,5.3
2005-07-01,North Dakota,355508,3.4
2005-07-01,Ohio,5893551,5.8
2005-07-01,Oklahoma,1705454,4.5
2005-07-01,Oregon,1847975,6.2
2005-07-01,Pennsylvania,6258317,4.9
2005-07-01,Rhode island,566873,5
2005-07-01,South Carolina,2070540,6.7
2005-07-01,South Dakota,430596,3.8
2005-07-01,Tennessee,2904679,5.4
2005-07-01,Texas,11125453,5.3
2005-07-01,Utah,1275042,4
2005-07-01,Vermont,350734,3.5
2005-07-01,Virginia,3915450,3.6
2005-07-01,Washington,3271882,5.6
2005-07-01,West Virginia,792336,5.1
2005-07-01,Wisconsin,3022078,4.7
2005-07-01,Wyoming,276797,3.6
2005-08-01,Alabama,2149816,4.3
2005-08-01,Alaska,345435,6.8
2005-08-01,Arizona,2899721,4.6
2005-08-01,Arkansas,1354200,5.2
2005-08-01,California,17575912,5.3
2005-08-01,Colorado,2567051,4.9
2005-08-01,Connecticut,1802042,4.9
2005-08-01,Delaware,435976,4.3
2005-08-01,Florida,8774258,3.5
2005-08-01,Georgia,4613436,5.4
2005-08-01,Hawaii,630269,2.8
2005-08-01,Idaho,735471,4
2005-08-01,Illinois,6410083,5.6
2005-08-01,Indiana,3215056,5.4
2005-08-01,Iowa,1633815,4.2
2005-08-01,Kansas,1463835,4.9
2005-08-01,Kentucky,2007504,6
2005-08-01,Louisiana,2034100,5.4
2005-08-01,Maine,700223,4.9
2005-08-01,Maryland,2931920,4.1
2005-08-01,Massachusetts,3386638,4.8
2005-08-01,Michigan,5090710,6.6
2005-08-01,Minnesota,2880941,3.9
2005-08-01,Mississippi,1323503,6.9
2005-08-01,Missouri,3010191,5.1
2005-08-01,Montana,486967,4.3
2005-08-01,Nebraska,972535,3.7
2005-08-01,Nevada,1231465,4.2
2005-08-01,New Hampshire,727357,3.6
2005-08-01,New Mexico,920272,5
2005-08-01,New York,9498246,5
2005-08-01,New jersey,4409885,4.4
2005-08-01,North Carolina,4333159,5.2
2005-08-01,North Dakota,355993,3.4
2005-08-01,Ohio,5899422,5.8
2005-08-01,Oklahoma,1707400,4.4
2005-08-01,Oregon,1849499,6.2
2005-08-01,Pennsylvania,6260117,4.9
2005-08-01,Rhode island,567903,5.1
2005-08-01,South Carolina,2076433,6.7
2005-08-01,South Dakota,430720,3.8
2005-08-01,Tennessee,2912219,5.3
2005-08-01,Texas,11152336,5.3
2005-08-01,Utah,1279527,4
2005-08-01,Vermont,351626,3.5
2005-08-01,Virginia,3922921,3.6
2005-08-01,Washington,3278049,5.5
2005-08-01,West Virginia,794278,5.2
2005-08-01,Wisconsin,3025959,4.7
2005-08-01,Wyoming,277242,3.7
2005-09-01,Alabama,2151648,4.3
2005-09-01,Alaska,345921,6.9
2005-09-01,Arizona,2906315,4.6
2005-09-01,Arkansas,1356821,5.2
2005-09-01,California,17581593,5.3
2005-09-01,Colorado,2571162,4.9
2005-09-01,Connecticut,1803819,4.8
2005-09-01,Delaware,437521,4.3
2005-09-01,Florida,8792094,3.4
2005-09-01,Georgia,4622999,5.4
2005-09-01,Hawaii,631847,2.8
2005-09-01,Idaho,736753,3.9
2005-09-01,Illinois,6416563,5.6
2005-09-01,Indiana,3219388,5.5
2005-09-01,Iowa,1635994,4.2
2005-09-01,Kansas,1463768,4.9
2005-09-01,Kentucky,2009458,6
2005-09-01,Louisiana,2147999,11.3
2005-09-01,Maine,700637,4.9
2005-09-01,Maryland,2934284,4
2005-09-01,Massachusetts,3387457,4.8
2005-09-01,Michigan,5089332,6.6
2005-09-01,Minnesota,2883421,4
2005-09-01,Mississippi,1321041,9.8
2005-09-01,Missouri,3008871,5.1
2005-09-01,Montana,487942,4.2
2005-09-01,Nebraska,972447,3.7
2005-09-01,Nevada,1235365,4.1
2005-09-01,New Hampshire,728020,3.6
2005-09-01,New Mexico,920961,4.9
2005-09-01,New York,9505190,5.1
2005-09-01,New jersey,4416958,4.6
2005-09-01,North Carolina,4337720,5.2
2005-09-01,North Dakota,356457,3.4
2005-09-01,Ohio,5903799,5.8
2005-09-01,Oklahoma,1708771,4.3
2005-09-01,Oregon,1850744,6.1
2005-09-01,Pennsylvania,6260240,4.9
2005-09-01,Rhode island,568679,5.1
2005-09-01,South Carolina,2081189,6.8
2005-09-01,South Dakota,430889,3.7
2005-09-01,Tennessee,2920522,5.3
2005-09-01,Texas,11177729,5.3
2005-09-01,Utah,1283692,4
2005-09-01,Vermont,352577,3.5
2005-09-01,Virginia,3927170,3.5
2005-09-01,Washington,3282487,5.5
2005-09-01,West Virginia,795845,5.2
2005-09-01,Wisconsin,3028879,4.8
2005-09-01,Wyoming,277625,3.6
2005-10-01,Alabama,2153032,4.3
2005-10-01,Alaska,346346,6.9
2005-10-01,Arizona,2913070,4.6
2005-10-01,Arkansas,1358842,5.1
2005-10-01,California,17579571,5.3
2005-10-01,Colorado,2575937,4.8
2005-10-01,Connecticut,1805787,4.8
2005-10-01,Delaware,438769,4.3
2005-10-01,Florida,8806801,3.4
2005-10-01,Georgia,4629890,5.3
2005-10-01,Hawaii,632984,2.8
2005-10-01,Idaho,738052,3.8
2005-10-01,Illinois,6422142,5.5
2005-10-01,Indiana,3222419,5.4
2005-10-01,Iowa,1637915,4.2
2005-10-01,Kansas,1463818,4.9
2005-10-01,Kentucky,2011013,6.1
2005-10-01,Louisiana,2127220,11.2
2005-10-01,Maine,700687,4.8
2005-10-01,Maryland,2936040,4
2005-10-01,Massachusetts,3388048,4.9
2005-10-01,Michigan,5087238,6.6
2005-10-01,Minnesota,2886643,4
2005-10-01,Mississippi,1309774,9.1
2005-10-01,Missouri,3007525,5
2005-10-01,Montana,488727,4.1
2005-10-01,Nebraska,972170,3.7
2005-10-01,Nevada,1239289,4.1
2005-10-01,New Hampshire,728395,3.6
2005-10-01,New Mexico,921498,4.8
2005-10-01,New York,9506360,5
2005-10-01,New jersey,4421945,4.7
2005-10-01,North Carolina,4341010,5.1
2005-10-01,North Dakota,356888,3.3
2005-10-01,Ohio,5905655,5.8
2005-10-01,Oklahoma,1709657,4.3
2005-10-01,Oregon,1851942,6
2005-10-01,Pennsylvania,6258921,4.9
2005-10-01,Rhode island,569173,5.1
2005-10-01,South Carolina,2084476,6.8
2005-10-01,South Dakota,431072,3.6
2005-10-01,Tennessee,2929787,5.3
2005-10-01,Texas,11199663,5.3
2005-10-01,Utah,1287468,3.9
2005-10-01,Vermont,353563,3.6
2005-10-01,Virginia,3929641,3.5
2005-10-01,Washington,3285704,5.4
2005-10-01,West Virginia,797010,5.1
2005-10-01,Wisconsin,3031085,4.8
2005-10-01,Wyoming,277957,3.6
2005-11-01,Alabama,2154321,4.2
2005-11-01,Alaska,346737,6.9
2005-11-01,Arizona,2920757,4.5
2005-11-01,Arkansas,1360553,5.1
2005-11-01,California,17572946,5.2
2005-11-01,Colorado,2581320,4.8
2005-11-01,Connecticut,1808090,4.7
2005-11-01,Delaware,439663,4.2
2005-11-01,Florida,8820710,3.3
2005-11-01,Georgia,4635061,5.2
2005-11-01,Hawaii,633728,2.8
2005-11-01,Idaho,739524,3.8
2005-11-01,Illinois,6427836,5.4
2005-11-01,Indiana,3224519,5.4
2005-11-01,Iowa,1639578,4.1
2005-11-01,Kansas,1463839,4.8
2005-11-01,Kentucky,2012576,6.1
2005-11-01,Louisiana,2112977,11.2
2005-11-01,Maine,700509,4.7
2005-11-01,Maryland,2937660,3.9
2005-11-01,Massachusetts,3388752,4.9
2005-11-01,Michigan,5085552,6.7
2005-11-01,Minnesota,2889921,4.1
2005-11-01,Mississippi,1306981,8.9
2005-11-01,Missouri,3006793,5
2005-11-01,Montana,489304,4
2005-11-01,Nebraska,971620,3.6
2005-11-01,Nevada,1243573,4
2005-11-01,New Hampshire,728529,3.5
2005-11-01,New Mexico,921896,4.7
2005-11-01,New York,9504409,5
2005-11-01,New jersey,4425361,4.8
2005-11-01,North Carolina,4344399,5
2005-11-01,North Dakota,357295,3.3
2005-11-01,Ohio,5905582,5.7
2005-11-01,Oklahoma,1710149,4.2
2005-11-01,Oregon,1853367,5.9
2005-11-01,Pennsylvania,6257315,4.8
2005-11-01,Rhode island,569491,5.1
2005-11-01,South Carolina,2086755,6.8
2005-11-01,South Dakota,431219,3.5
2005-11-01,Tennessee,2940303,5.3
2005-11-01,Texas,11217536,5.3
2005-11-01,Utah,1290896,3.8
2005-11-01,Vermont,354502,3.6
2005-11-01,Virginia,3931532,3.4
2005-11-01,Washington,3288337,5.3
2005-11-01,West Virginia,797826,5
2005-11-01,Wisconsin,3033045,4.8
2005-11-01,Wyoming,278248,3.6
2005-12-01,Alabama,2155457,4.2
2005-12-01,Alaska,347121,6.9
2005-12-01,Arizona,2929493,4.5
2005-12-01,Arkansas,1362062,5
2005-12-01,California,17565004,5.1
2005-12-01,Colorado,2587078,4.7
2005-12-01,Connecticut,1810621,4.6
2005-12-01,Delaware,440190,4.1
2005-12-01,Florida,8835349,3.3
2005-12-01,Georgia,4639473,5.1
2005-12-01,Hawaii,634192,2.7
2005-12-01,Idaho,741136,3.8
2005-12-01,Illinois,6433912,5.3
2005-12-01,Indiana,3226016,5.3
2005-12-01,Iowa,1641217,4
2005-12-01,Kansas,1463686,4.7
2005-12-01,Kentucky,2014172,6
2005-12-01,Louisiana,2000436,6.4
2005-12-01,Maine,700196,4.6
2005-12-01,Maryland,2939622,3.8
2005-12-01,Massachusetts,3389812,4.9
2005-12-01,Michigan,5084546,6.8
2005-12-01,Minnesota,2891905,4.1
2005-12-01,Mississippi,1294641,8
2005-12-01,Missouri,3006784,5
2005-12-01,Montana,489764,3.9
2005-12-01,Nebraska,970820,3.5
2005-12-01,Nevada,1248389,3.9
2005-12-01,New Hampshire,728492,3.4
2005-12-01,New Mexico,922189,4.5
2005-12-01,New York,9500990,4.9
2005-12-01,New jersey,4427912,4.9
2005-12-01,North Carolina,4349449,4.8
2005-12-01,North Dakota,357696,3.3
2005-12-01,Ohio,5904428,5.6
2005-12-01,Oklahoma,1710348,4.1
2005-12-01,Oregon,1855220,5.7
2005-12-01,Pennsylvania,6256848,4.7
2005-12-01,Rhode island,569789,5.1
2005-12-01,South Carolina,2088840,6.7
2005-12-01,South Dakota,431305,3.4
2005-12-01,Tennessee,2951826,5.3
2005-12-01,Texas,11231225,5.2
2005-12-01,Utah,1294101,3.7
2005-12-01,Vermont,355289,3.6
2005-12-01,Virginia,3933528,3.3
2005-12-01,Washington,3290871,5.2
2005-12-01,West Virginia,798566,4.8
2005-12-01,Wisconsin,3034989,4.8
2005-12-01,Wyoming,278517,3.5
2006-01-01,Alabama,2156619,4.1
2006-01-01,Alaska,347570,6.9
2006-01-01,Arizona,2939280,4.5
2006-01-01,Arkansas,1363542,5
2006-01-01,California,17561146,5
2006-01-01,Colorado,2593076,4.6
2006-01-01,Connecticut,1813299,4.5
2006-01-01,Delaware,440411,4
2006-01-01,Florida,8853722,3.2
2006-01-01,Georgia,4645079,5
2006-01-01,Hawaii,634584,2.7
2006-01-01,Idaho,742772,3.8
2006-01-01,Illinois,6441382,5.1
2006-01-01,Indiana,3227663,5.2
2006-01-01,Iowa,1643212,3.9
2006-01-01,Kansas,1463409,4.6
2006-01-01,Kentucky,2015812,6
2006-01-01,Louisiana,1970870,4.9
2006-01-01,Maine,699919,4.5
2006-01-01,Maryland,2942501,3.8
2006-01-01,Massachusetts,3391733,4.9
2006-01-01,Michigan,5084510,6.8
2006-01-01,Minnesota,2891833,4.1
2006-01-01,Mississippi,1288543,7.4
2006-01-01,Missouri,3007652,5
2006-01-01,Montana,490268,3.9
2006-01-01,Nebraska,969913,3.4
2006-01-01,Nevada,1253883,3.9
2006-01-01,New Hampshire,728449,3.4
2006-01-01,New Mexico,922673,4.4
2006-01-01,New York,9499541,4.8
2006-01-01,New jersey,4430373,4.9
2006-01-01,North Carolina,4358009,4.7
2006-01-01,North Dakota,358126,3.2
2006-01-01,Ohio,5903730,5.5
2006-01-01,Oklahoma,1710576,4
2006-01-01,Oregon,1857859,5.6
2006-01-01,Pennsylvania,6259101,4.7
2006-01-01,Rhode island,570195,5.1
2006-01-01,South Carolina,2091581,6.6
2006-01-01,South Dakota,431391,3.2
2006-01-01,Tennessee,2964423,5.3
2006-01-01,Texas,11243681,5.2
2006-01-01,Utah,1297394,3.5
2006-01-01,Vermont,355891,3.5
2006-01-01,Virginia,3936945,3.2
2006-01-01,Washington,3294087,5.1
2006-01-01,West Virginia,799559,4.7
2006-01-01,Wisconsin,3037389,4.7
2006-01-01,Wyoming,278812,3.4
2006-02-01,Alabama,2158218,4.1
2006-02-01,Alaska,348126,6.9
2006-02-01,Arizona,2949623,4.4
2006-02-01,Arkansas,1364932,5
2006-02-01,California,17565016,5
2006-02-01,Colorado,2599087,4.6
2006-02-01,Connecticut,1816031,4.4
2006-02-01,Delaware,440431,3.8
2006-02-01,Florida,8877120,3.2
2006-02-01,Georgia,4653418,4.8
2006-02-01,Hawaii,635058,2.8
2006-02-01,Idaho,744226,3.7
2006-02-01,Illinois,6451005,4.9
2006-02-01,Indiana,3229879,5.1
2006-02-01,Iowa,1645764,3.8
2006-02-01,Kansas,1463157,4.6
2006-02-01,Kentucky,2017547,5.9
2006-02-01,Louisiana,1975302,4.9
2006-02-01,Maine,699784,4.5
2006-02-01,Maryland,2946596,3.7
2006-02-01,Massachusetts,3394702,4.9
2006-02-01,Michigan,5085158,6.9
2006-02-01,Minnesota,2890024,4
2006-02-01,Mississippi,1286946,7.1
2006-02-01,Missouri,3009391,4.9
2006-02-01,Montana,491041,3.8
2006-02-01,Nebraska,969094,3.2
2006-02-01,Nevada,1259969,3.9
2006-02-01,New Hampshire,728603,3.3
2006-02-01,New Mexico,923526,4.3
2006-02-01,New York,9502227,4.8
2006-02-01,New jersey,4433166,4.9
2006-02-01,North Carolina,4370845,4.6
2006-02-01,North Dakota,358598,3.2
2006-02-01,Ohio,5905344,5.4
2006-02-01,Oklahoma,1710961,4
2006-02-01,Oregon,1861515,5.4
2006-02-01,Pennsylvania,6264415,4.6
2006-02-01,Rhode island,570721,5.1
2006-02-01,South Carolina,2095040,6.5
2006-02-01,South Dakota,431569,3.1
2006-02-01,Tennessee,2978405,5.3
2006-02-01,Texas,11258185,5.1
2006-02-01,Utah,1301064,3.4
2006-02-01,Vermont,356312,3.5
2006-02-01,Virginia,3942457,3.1
2006-02-01,Washington,3298432,5
2006-02-01,West Virginia,800876,4.7
2006-02-01,Wisconsin,3040532,4.7
2006-02-01,Wyoming,279172,3.3
2006-03-01,Alabama,2160541,4.1
2006-03-01,Alaska,348739,6.8
2006-03-01,Arizona,2959737,4.4
2006-03-01,Arkansas,1365983,5.1
2006-03-01,California,17576896,4.9
2006-03-01,Colorado,2604902,4.5
2006-03-01,Connecticut,1818754,4.4
2006-03-01,Delaware,440389,3.7
2006-03-01,Florida,8904294,3.1
2006-03-01,Georgia,4664682,4.8
2006-03-01,Hawaii,635644,2.8
2006-03-01,Idaho,745345,3.7
2006-03-01,Illinois,6463362,4.8
2006-03-01,Indiana,3232615,5.1
2006-03-01,Iowa,1648831,3.7
2006-03-01,Kansas,1463113,4.5
2006-03-01,Kentucky,2019369,5.8
2006-03-01,Louisiana,1977843,4.7
2006-03-01,Maine,699813,4.4
2006-03-01,Maryland,2951704,3.8
2006-03-01,Massachusetts,3398484,4.9
2006-03-01,Michigan,5085590,6.9
2006-03-01,Minnesota,2887173,4
2006-03-01,Mississippi,1284559,6.7
2006-03-01,Missouri,3012023,4.8
2006-03-01,Montana,492154,3.7
2006-03-01,Nebraska,968545,3.2
2006-03-01,Nevada,1266412,4
2006-03-01,New Hampshire,729045,3.3
2006-03-01,New Mexico,924679,4.2
2006-03-01,New York,9508146,4.7
2006-03-01,New jersey,4436522,4.9
2006-03-01,North Carolina,4387360,4.6
2006-03-01,North Dakota,359095,3.2
2006-03-01,Ohio,5910571,5.3
2006-03-01,Oklahoma,1711493,4
2006-03-01,Oregon,1866141,5.3
2006-03-01,Pennsylvania,6271841,4.6
2006-03-01,Rhode island,571275,5
2006-03-01,South Carolina,2098644,6.5
2006-03-01,South Dakota,431934,3
2006-03-01,Tennessee,2993679,5.3
2006-03-01,Texas,11275668,5.1
2006-03-01,Utah,1305187,3.3
2006-03-01,Vermont,356569,3.5
2006-03-01,Virginia,3949684,3.1
2006-03-01,Washington,3303711,5
2006-03-01,West Virginia,802425,4.7
2006-03-01,Wisconsin,3044307,4.7
2006-03-01,Wyoming,279595,3.2
2006-04-01,Alabama,2163401,4.1
2006-04-01,Alaska,349356,6.7
2006-04-01,Arizona,2969004,4.4
2006-04-01,Arkansas,1366445,5.1
2006-04-01,California,17594446,4.9
2006-04-01,Colorado,2610429,4.5
2006-04-01,Connecticut,1821409,4.3
2006-04-01,Delaware,440409,3.6
2006-04-01,Florida,8933122,3.2
2006-04-01,Georgia,4677681,4.8
2006-04-01,Hawaii,636333,2.8
2006-04-01,Idaho,746086,3.6
2006-04-01,Illinois,6478443,4.6
2006-04-01,Indiana,3235137,5.1
2006-04-01,Iowa,1652343,3.6
2006-04-01,Kansas,1463377,4.4
2006-04-01,Kentucky,2021371,5.7
2006-04-01,Louisiana,1976914,4.5
2006-04-01,Maine,700001,4.5
2006-04-01,Maryland,2957212,3.8
2006-04-01,Massachusetts,3402686,4.9
2006-04-01,Michigan,5084860,7
2006-04-01,Minnesota,2884084,3.9
2006-04-01,Mississippi,1285124,6.6
2006-04-01,Missouri,3015514,4.8
2006-04-01,Montana,493417,3.7
2006-04-01,Nebraska,968390,3.1
2006-04-01,Nevada,1272915,4
2006-04-01,New Hampshire,729737,3.3
2006-04-01,New Mexico,926021,4.2
2006-04-01,New York,9513981,4.7
2006-04-01,New jersey,4440268,4.9
2006-04-01,North Carolina,4405948,4.7
2006-04-01,North Dakota,359588,3.2
2006-04-01,Ohio,5919107,5.3
2006-04-01,Oklahoma,1712150,4
2006-04-01,Oregon,1871463,5.3
2006-04-01,Pennsylvania,6280125,4.6
2006-04-01,Rhode island,571773,5
2006-04-01,South Carolina,2101750,6.5
2006-04-01,South Dakota,432537,3
2006-04-01,Tennessee,3009543,5.4
2006-04-01,Texas,11294545,5.1
2006-04-01,Utah,1309543,3.2
2006-04-01,Vermont,356729,3.5
2006-04-01,Virginia,3957762,3.1
2006-04-01,Washington,3309480,5
2006-04-01,West Virginia,804064,4.8
2006-04-01,Wisconsin,3048460,4.7
2006-04-01,Wyoming,280073,3.1
2006-05-01,Alabama,2166179,4.1
2006-05-01,Alaska,349888,6.7
2006-05-01,Arizona,2977575,4.3
2006-05-01,Arkansas,1366148,5.2
2006-05-01,California,17613866,4.9
2006-05-01,Colorado,2615748,4.4
2006-05-01,Connecticut,1823953,4.3
2006-05-01,Delaware,440551,3.6
2006-05-01,Florida,8961699,3.2
2006-05-01,Georgia,4690836,4.8
2006-05-01,Hawaii,637075,2.8
2006-05-01,Idaho,746498,3.6
2006-05-01,Illinois,6495465,4.6
2006-05-01,Indiana,3236605,5.2
2006-05-01,Iowa,1656081,3.6
2006-05-01,Kansas,1463985,4.4
2006-05-01,Kentucky,2023695,5.7
2006-05-01,Louisiana,1975582,4.3
2006-05-01,Maine,700322,4.5
2006-05-01,Maryland,2962281,3.9
2006-05-01,Massachusetts,3406936,4.9
2006-05-01,Michigan,5082566,7
2006-05-01,Minnesota,2881531,3.8
2006-05-01,Mississippi,1286336,6.5
2006-05-01,Missouri,3019700,4.8
2006-05-01,Montana,494503,3.6
2006-05-01,Nebraska,968635,3.1
2006-05-01,Nevada,1279144,4.1
2006-05-01,New Hampshire,730575,3.3
2006-05-01,New Mexico,927394,4.2
2006-05-01,New York,9516161,4.7
